"_time",bytes,"bytes_in","bytes_out","dest_ip","dest_port",packets,"packets_in","packets_out","src_ip"
"1495444018.000",140,0,140,"10.68.34.5",445,2,0,2,"10.84.42.134"
"1495444018.000",140,0,140,"10.233.34.104",445,2,0,2,"10.84.42.134"
"1495444018.000",62,0,62,"10.145.42.30",445,1,0,1,"10.84.42.134"
"1495444017.000",12428,0,12428,"10.14.34.25",445,192,0,192,"10.84.42.134"
"1495444012.000",12978,0,12978,"10.14.34.25",445,189,0,189,"10.84.42.134"
"1495444006.000",62,0,62,"10.14.34.25",445,1,0,1,"10.84.42.134"
"1495444005.000",62,0,62,"10.191.66.11",445,1,0,1,"10.84.42.134"
"1495444005.000",62,0,62,"10.145.42.26",445,1,0,1,"10.84.42.134"
"1495444005.000",62,0,62,"10.191.66.12",445,1,0,1,"10.84.42.134"
"1495444005.000",62,0,62,"10.60.34.12",445,1,0,1,"10.84.42.134"
"1495444005.000",62,0,62,"10.68.34.4",445,1,0,1,"10.84.42.134"
"1495444004.000",62,0,62,"10.191.11.12",445,1,0,1,"10.84.42.134"
"1495444003.000",66,0,66,"10.68.34.4",445,1,0,1,"10.84.42.134"
"1495440113.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495431113.000",7881,2663,5218,"10.11.168.9",445,28,12,16,"10.84.42.134"
"1495430213.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495428759.000",14773,5330,9443,"10.11.168.9",445,56,26,30,"10.84.42.134"
"1495413112.000",7565,2417,5148,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1495491405.000",6575,1951,4624,"10.11.168.9",445,25,11,14,"10.84.42.134"
"1495491386.000",7505,2347,5158,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1495491035.000",8025,2701,5324,"10.11.168.10",445,28,12,16,"10.84.42.134"
"1495490783.000",7440,2347,5093,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1495490732.000",13538,6043,7495,"10.11.168.180",445,63,30,33,"10.84.42.134"
"1495490598.000",8044,2701,5343,"10.11.168.10",445,29,12,17,"10.84.42.134"
"1495490363.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490363.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490363.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490192.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490192.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490192.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490078.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490078.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490072.000",107412,44600,62812,"10.11.168.180",445,468,224,244,"10.84.42.134"
"1495490031.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490031.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489840.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489806.000",7420,2347,5073,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495489542.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489542.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489533.000",21997,10210,11787,"10.11.168.180",445,116,56,60,"10.84.42.134"
"1495489524.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489524.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489524.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489515.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495489514.000",2134,1218,916,"10.83.22.26",445,17,7,10,"10.84.42.134"
"1495489514.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489514.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489512.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489512.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489512.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489512.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489512.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489512.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489511.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495489511.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489406.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489406.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489405.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489401.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489401.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489401.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489021.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489021.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489021.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495488910.000",7093,2167,4926,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495487934.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495487814.000",10130,4506,5624,"10.11.168.180",445,49,22,27,"10.84.42.134"
"1495487217.000",6471,1822,4649,"10.11.168.9",445,22,9,13,"10.84.42.134"
"1495487200.000",12020,4391,7629,"10.11.168.9",445,51,23,28,"10.84.42.134"
"1495487200.000",16839,7445,9394,"10.11.168.180",445,78,37,41,"10.84.42.134"
"1495487154.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495486655.000",33220,14665,18555,"10.11.168.180",445,165,79,86,"10.84.42.134"
"1495486655.000",8085,2701,5384,"10.11.168.9",445,29,12,17,"10.84.42.134"
"1495486350.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495486350.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495486350.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495486008.000",10118,4564,5554,"10.11.168.180",445,49,23,26,"10.84.42.134"
"1495485811.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485811.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485811.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485768.000",10118,4564,5554,"10.11.168.180",445,49,23,26,"10.84.42.134"
"1495485448.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485448.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485448.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485408.000",26499,11880,14619,"10.11.168.180",445,123,59,64,"10.84.42.134"
"1495485396.000",217000,113374,103626,"10.11.168.10",445,790,389,401,"10.84.42.134"
"1495485058.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485058.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485058.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485050.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485050.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485050.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485048.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495484928.000",10000,4506,5494,"10.11.168.180",445,47,22,25,"10.84.42.134"
"1495484920.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484920.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484920.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484508.000",10118,4564,5554,"10.11.168.180",445,49,23,26,"10.84.42.134"
"1495484491.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484491.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484481.000",574,0,574,"136.98.100.1",445,8,0,8,"10.84.42.134"
"1495484481.000",574,0,574,"136.98.149.1",445,8,0,8,"10.84.42.134"
"1495484388.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495484382.000",7496,2404,5092,"10.11.168.9",445,27,12,15,"10.84.42.134"
"1495484378.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484378.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484378.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484148.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495484146.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484146.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484143.000",574,0,574,"136.98.100.1",445,8,0,8,"10.84.42.134"
"1495484143.000",574,0,574,"136.98.149.1",445,8,0,8,"10.84.42.134"
"1495483968.000",10118,4564,5554,"10.11.168.180",445,49,23,26,"10.84.42.134"
"1495483966.000",574,0,574,"136.98.149.1",445,8,0,8,"10.84.42.134"
"1495483966.000",574,0,574,"136.98.100.1",445,8,0,8,"10.84.42.134"
"1495483888.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495483888.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495483887.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495483887.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495483887.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495483257.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495483257.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495483257.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495483248.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495483235.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495483235.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495483235.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495483171.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495483171.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495483171.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495483068.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495483060.000",16912,7542,9370,"10.11.168.180",445,85,40,45,"10.84.42.134"
"1495483060.000",6388,1882,4506,"10.11.168.10",445,22,10,12,"10.84.42.134"
"1495483055.000",141816,76853,64963,"10.11.168.10",445,529,259,270,"10.84.42.134"
"1495483038.000",6907,3104,3803,"10.11.168.180",445,34,15,19,"10.84.42.134"
"1495483038.000",10807,4989,5818,"10.11.168.180",445,48,23,25,"10.84.42.134"
"1495482772.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495482772.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495482772.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495482710.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495482710.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495482710.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495482708.000",10123,4569,5554,"10.11.168.180",445,49,23,26,"10.84.42.134"
"1495492697.000",6631,1881,4750,"10.11.168.9",445,24,10,14,"10.84.42.134"
"1495492722.000",356,216,140,"10.83.65.91",445,6,3,3,"10.83.84.244"
"1495492722.000",282,142,140,"10.83.185.183",445,5,2,3,"10.83.84.244"
"1495492722.000",1986,1140,846,"10.83.65.91",445,15,6,9,"10.83.84.244"
"1495492720.000",1987,1141,846,"10.83.65.81",445,15,6,9,"10.83.84.244"
"1495492720.000",282,142,140,"10.83.185.120",445,5,2,3,"10.83.84.244"
"1495492720.000",352,212,140,"10.83.65.81",445,6,3,3,"10.83.84.244"
"1495492720.000",1984,1138,846,"10.83.185.120",445,15,6,9,"10.83.84.244"
"1495492718.000",2241,1395,846,"10.83.242.92",445,15,6,9,"10.83.84.244"
"1495492718.000",352,212,140,"10.83.242.92",445,6,3,3,"10.83.84.244"
"1495492409.000",7442,2346,5096,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1495492286.000",7505,2347,5158,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1495492606.000",13415,6036,7379,"10.11.168.180",445,65,31,34,"10.84.42.134"
"1495492316.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495491970.000",13522,6001,7521,"10.11.168.180",445,65,31,34,"10.84.42.134"
"1495491970.000",8025,2701,5324,"10.11.168.10",445,28,12,16,"10.84.42.134"
"1495491237.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491237.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495491236.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491236.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495491236.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495491147.000",2066,1150,916,"10.83.29.158",445,16,6,10,"10.84.42.134"
"1495491145.000",282,142,140,"10.83.29.158",445,5,2,3,"10.84.42.134"
"1495491145.000",2070,1154,916,"10.83.68.49",445,16,6,10,"10.84.42.134"
"1495491145.000",2066,1150,916,"10.83.29.158",445,16,6,10,"10.84.42.134"
"1495491145.000",2066,1150,916,"10.83.29.158",445,16,6,10,"10.84.42.134"
"1495491144.000",2066,1150,916,"10.83.29.158",445,16,6,10,"10.84.42.134"
"1495491144.000",2070,1154,916,"10.83.68.49",445,16,6,10,"10.84.42.134"
"1495491144.000",282,142,140,"10.83.29.158",445,5,2,3,"10.84.42.134"
"1495491144.000",422,212,210,"10.83.68.49",445,7,3,4,"10.84.42.134"
"1495491143.000",2070,1154,916,"10.83.68.49",445,16,6,10,"10.84.42.134"
"1495491143.000",2066,1150,916,"10.83.29.158",445,16,6,10,"10.84.42.134"
"1495491143.000",422,212,210,"10.83.68.49",445,7,3,4,"10.84.42.134"
"1495491141.000",282,142,140,"10.83.29.158",445,5,2,3,"10.84.42.134"
"1495491141.000",82,0,82,"186.214.252.94",445,2,0,2,"10.84.42.134"
"1495491140.000",82,0,82,"136.98.181.1",445,2,0,2,"10.84.42.134"
"1495491140.000",82,0,82,"10.157.36.22",445,2,0,2,"10.84.42.134"
"1495491140.000",82,0,82,"186.214.252.94",445,2,0,2,"10.84.42.134"
"1495491140.000",82,0,82,"136.98.182.1",445,2,0,2,"10.84.42.134"
"1495491139.000",82,0,82,"186.214.252.94",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"10.157.36.22",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"136.98.181.1",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"186.214.252.94",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"136.98.182.1",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"136.98.182.1",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"10.157.36.22",445,2,0,2,"10.84.42.134"
"1495491138.000",82,0,82,"136.98.181.1",445,2,0,2,"10.84.42.134"
"1495491137.000",82,0,82,"10.157.36.22",445,2,0,2,"10.84.42.134"
"1495491137.000",82,0,82,"136.98.182.1",445,2,0,2,"10.84.42.134"
"1495491137.000",82,0,82,"136.98.181.1",445,2,0,2,"10.84.42.134"
"1495491135.000",82,0,82,"136.98.182.1",445,2,0,2,"10.84.42.134"
"1495491135.000",82,0,82,"10.157.36.22",445,2,0,2,"10.84.42.134"
"1495491135.000",82,0,82,"136.98.181.1",445,2,0,2,"10.84.42.134"
"1495491133.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491133.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495491133.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495491133.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491133.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495491133.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495491132.000",82,0,82,"10.84.90.244",445,2,0,2,"10.84.42.134"
"1495491336.000",352,212,140,"10.83.22.26",445,6,3,3,"10.84.42.134"
"1495491336.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495491150.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495491150.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495491148.000",422,212,210,"10.83.68.49",445,7,3,4,"10.84.42.134"
"1495491148.000",2070,1154,916,"10.83.68.49",445,16,6,10,"10.84.42.134"
"1495491085.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495491085.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495491085.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491084.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491084.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490279.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490279.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495491357.000",352,212,140,"10.83.22.26",445,6,3,3,"10.84.42.134"
"1495491357.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495490793.000",6546,1881,4665,"10.11.168.9",445,24,10,14,"10.84.42.134"
"1495490551.000",7420,2347,5073,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495490523.000",6488,1823,4665,"10.11.168.9",445,23,9,14,"10.84.42.134"
"1495489892.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489892.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489892.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489732.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489732.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489730.000",352,212,140,"10.83.22.26",445,6,3,3,"10.84.42.134"
"1495489730.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495489729.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495489729.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489727.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489727.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489727.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489650.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489650.000",2134,1218,916,"10.83.22.26",445,17,7,10,"10.84.42.134"
"1495489647.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489647.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489643.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495490333.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490333.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490330.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490330.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490330.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490227.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490144.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490144.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490144.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490143.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490143.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490143.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490139.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490139.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490139.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490131.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490131.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495490131.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495490127.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495490127.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489959.000",7502,2405,5097,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1495489951.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489951.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489827.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489817.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489817.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489817.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489817.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489817.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489694.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489694.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489694.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489693.000",2203,1236,967,"10.83.22.26",445,17,7,10,"10.84.42.134"
"1495489693.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489691.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489691.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489691.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489686.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489686.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495489685.000",282,142,140,"10.83.22.26",445,5,2,3,"10.84.42.134"
"1495489685.000",2000,1154,846,"10.83.22.26",445,15,6,9,"10.84.42.134"
"1495489684.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489684.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489684.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489682.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495489682.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495489682.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495489056.000",7502,2405,5097,"10.11.168.10",445,27,12,15,"10.84.42.134"
"1495488044.000",282,142,140,"10.83.3.141",445,5,2,3,"10.83.84.244"
"1495488044.000",1984,1138,846,"10.83.3.141",445,15,6,9,"10.83.84.244"
"1495488043.000",2250,1404,846,"10.83.185.183",445,15,6,9,"10.83.84.244"
"1495488043.000",356,216,140,"10.83.65.91",445,6,3,3,"10.83.84.244"
"1495488042.000",352,212,140,"10.83.65.81",445,6,3,3,"10.83.84.244"
"1495488042.000",1987,1141,846,"10.83.65.81",445,15,6,9,"10.83.84.244"
"1495487982.000",7438,2346,5092,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495487816.000",7501,2353,5148,"10.11.168.9",445,26,11,15,"10.84.42.134"
"1495487794.000",2563,1439,1124,"10.11.168.180",445,15,6,9,"10.84.42.134"
"1495487794.000",3963,1972,1991,"10.11.168.180",445,24,10,14,"10.84.42.134"
"1495487694.000",6907,3104,3803,"10.11.168.180",445,34,15,19,"10.84.42.134"
"1495487403.000",13362,5375,7987,"10.11.168.10",445,89,33,56,"10.84.42.134"
"1495486886.000",7505,2347,5158,"10.11.168.10",445,26,11,15,"10.84.42.134"
"1495486879.000",23941,10691,13250,"10.11.168.180",445,118,58,60,"10.84.42.134"
"1495486617.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495486617.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495486617.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495486331.000",6595,1881,4714,"10.11.168.10",445,25,10,15,"10.84.42.134"
"1495485918.000",10060,4506,5554,"10.11.168.180",445,48,22,26,"10.84.42.134"
"1495485678.000",7035,3232,3803,"10.11.168.180",445,36,17,19,"10.84.42.134"
"1495485665.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485665.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485665.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485661.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485661.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485661.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485250.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495485250.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495485250.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495485003.000",41695,27774,13921,"10.11.168.10",445,149,60,89,"10.84.42.134"
"1495484991.000",14292,4803,9489,"10.11.168.9",445,54,23,31,"10.84.42.134"
"1495484560.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484560.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484560.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484538.000",10255,4641,5614,"10.11.168.180",445,50,23,27,"10.84.42.134"
"1495484438.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484438.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484438.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484431.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484431.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484431.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484429.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484429.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
"1495484429.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484426.000",492,0,492,"136.98.149.1",445,7,0,7,"10.84.42.134"
"1495484426.000",492,0,492,"10.125.242.1",445,7,0,7,"10.84.42.134"
"1495484426.000",492,0,492,"136.98.100.1",445,7,0,7,"10.84.42.134"
