"_time",dest,host,user,Image,EventCode
"2017-05-22T04:47:22.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:47:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:47:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:46:52.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:46:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:46:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:46:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:46:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:46:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:45:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:45:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:45:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:45:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:45:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:45:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:44:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:44:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:44:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:44:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:44:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:44:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:43:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:43:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:43:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:43:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:43:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:43:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:42:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:42:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:42:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:42:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:42:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:42:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:41:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:41:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:41:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:41:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:41:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:41:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:40:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:40:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:40:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:40:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:40:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:40:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:39:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:39:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:39:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:39:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:39:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:39:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:38:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:38:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:38:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:38:20.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:38:20.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:38:19.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:37:50.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:37:50.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:37:49.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:37:19.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:37:18.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskse.exe",1
"2017-05-22T04:37:18.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:36:59.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\TaskData\Tor\taskhsvc.exe",1
"2017-05-22T04:36:54.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:36:54.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\@WanaDecryptor@.exe",1
"2017-05-22T04:36:48.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:36:18.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:35:48.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:35:18.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:34:48.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\taskdl.exe",1
"2017-05-22T04:34:45.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\ProgramData\wnlvipnvf933\tasksche.exe",1
"2017-05-22T04:34:45.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\Windows\tasksche.exe",1
"2017-05-22T04:34:24.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Users\bob\Downloads\mssecsvc.exe",1
"2017-05-22T04:34:02.000+0000","bob-PC","bob-PC","bob-PC\bob","C:\Users\bob\Downloads\mssecsvc.exe",1
"2017-05-22T04:24:03.000+0000","alice-PC","alice-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-22T04:24:03.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-22T04:24:03.000+0000","carlos-PC","carlos-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-22T04:22:54.000+0000","carlos-PC","carlos-PC","NT AUTHORITY\SYSTEM","C:\Windows\servicing\TrustedInstaller.exe",1
"2017-05-22T04:13:40.000+0000","carlos-PC","carlos-PC","NT AUTHORITY\SYSTEM","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-22T04:13:34.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-22T04:11:53.000+0000","alice-PC","alice-PC","NT AUTHORITY\SYSTEM","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-22T03:45:52.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-22T03:40:10.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe",1
"2017-05-22T03:40:10.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe",1
"2017-05-22T03:40:09.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-22T03:40:09.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-22T03:40:04.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-22T03:39:21.000+0000","bob-PC","bob-PC","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-19T21:58:58.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe",1
"2017-05-19T21:58:57.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-19T21:58:57.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\58.0.3029.110\Installer\setup.exe",1
"2017-05-19T21:58:57.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\58.0.3029.110\Installer\setup.exe",1
"2017-05-19T21:58:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Temp\CR_51F4C.tmp\setup.exe",1
"2017-05-19T21:58:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Temp\CR_51F4C.tmp\setup.exe",1
"2017-05-19T21:58:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\Install\{AF257227-80D8-4E91-9CEA-F081AB85B9B5}\58.0.3029.110_chrome_installer.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:58:07.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
