"_time",dest,host,user,Image,EventCode
"2017-05-19T21:33:16.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:15.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:15.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:15.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:15.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:14.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:13.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:13.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:05.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:04.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:04.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:03.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:01.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:01.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:01.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:00.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:00.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:00.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:00.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:33:00.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:59.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:59.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:57.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:56.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:54.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:54.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:48.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:48.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:46.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:29.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:29.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:21.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:21.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:18.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:12.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:32:04.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\NETWORK SERVICE","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-19T21:32:04.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-19T21:31:59.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:31:59.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:31:58.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe",1
"2017-05-19T21:31:58.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:31:57.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe",1
"2017-05-19T21:31:55.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:31:35.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:30:59.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:30:58.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:30:57.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe",1
"2017-05-19T21:30:57.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-19T21:30:56.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe",1
"2017-05-19T21:30:36.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_regiis.exe",1
"2017-05-19T21:30:29.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_regiis.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:28.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe",1
"2017-05-19T21:30:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ServiceModelReg.exe",1
"2017-05-19T21:30:27.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ServiceModelReg.exe",1
"2017-05-19T21:30:24.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe",1
"2017-05-19T21:29:48.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\23d90075d70a1b9c6f910b04\Setup.exe",1
"2017-05-19T21:29:37.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\SoftwareDistribution\Download\Install\ndp45-kb4014514-x64.exe",1
"2017-05-19T21:27:49.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\SoftwareDistribution\Download\Install\Windows-KB890830-x64-V5.48.exe",1
"2017-05-19T21:27:28.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Users\User\Desktop\calc.exe",1
"2017-05-19T21:27:19.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe",1
"2017-05-19T21:27:19.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe",1
"2017-05-19T21:27:18.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-19T21:27:00.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Users\User\Desktop\calc.exe",1
"2017-05-19T21:26:54.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Users\User\Desktop\calc.exe",1
"2017-05-19T21:26:31.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:30.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:29.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:25.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-19T21:26:22.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:17.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files\Windows Media Player\wmpnscfg.exe",1
"2017-05-19T21:26:17.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\NETWORK SERVICE","C:\Program Files\Windows Media Player\wmpnetwk.exe",1
"2017-05-19T21:26:16.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files\Windows Media Player\wmpnscfg.exe",1
"2017-05-19T21:26:08.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:08.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:07.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-19T21:26:07.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",1
"2017-05-19T21:26:04.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Windows\explorer.exe",1
"2017-05-19T21:25:59.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files\VMware\VMware Tools\TPAutoConnect.exe",1
"2017-05-16T02:04:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\servicing\TrustedInstaller.exe",1
"2017-05-16T02:03:41.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe",1
"2017-05-16T02:03:40.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe",1
"2017-05-16T02:03:40.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-16T02:03:40.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-16T02:03:40.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",1
"2017-05-16T02:03:40.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",1
"2017-05-16T02:01:40.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe",1
"2017-05-16T02:01:31.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe",1
"2017-05-16T02:01:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",1
"2017-05-16T02:01:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe",1
"2017-05-16T02:01:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Sysmon.exe",1
"2017-05-16T02:01:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe",1
"2017-05-16T02:01:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmacthlp.exe",1
"2017-05-16T02:00:35.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\Common Files\VMware\Drivers\vss\comreg.exe",1
"2017-05-16T02:00:34.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe",1
"2017-05-16T02:00:34.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",1
"2017-05-16T02:00:34.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",1
"2017-05-16T02:00:34.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\guestproxycerttool.exe",1
"2017-05-16T02:00:31.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe",1
"2017-05-16T02:00:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe",1
"2017-05-16T02:00:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmacthlp.exe",1
"2017-05-16T02:00:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPVCGateway.exe",1
"2017-05-16T02:00:30.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe",1
"2017-05-16T02:00:24.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPVCGateway.exe",1
"2017-05-16T02:00:24.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe",1
"2017-05-16T02:00:24.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPAutoConnect.exe",1
"2017-05-16T02:00:20.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\Common Files\VMware\Drivers\vss\comreg.exe",1
"2017-05-16T02:00:16.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",1
"2017-05-16T02:00:09.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Temp\vmware-SYSTEM\00000ce3\setup64.exe",1
"2017-05-16T02:00:08.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Temp\vmware-SYSTEM\00000ce3\setup.exe",1
"2017-05-16T01:59:55.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe",1
"2017-05-16T01:59:55.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Temp\vmware-SYSTEM\VMwareToolsUpgrader.exe",1
"2017-05-16T01:59:45.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe",1
"2017-05-16T01:59:44.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",1
"2017-05-16T01:59:44.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe",1
"2017-05-16T01:59:44.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\Sysmon.exe",1
"2017-05-16T01:59:44.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe",1
"2017-05-16T01:59:44.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Windows\servicing\TrustedInstaller.exe",1
"2017-05-16T01:59:44.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\VMware\VMware Tools\vmacthlp.exe",1
"2017-05-15T21:43:07.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:43:07.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:43:06.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:43:05.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:42:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:57.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:49.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\NETWORK SERVICE","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-15T21:41:49.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files\Windows Defender\MpCmdRun.exe",1
"2017-05-15T21:41:17.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:15.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Users\User\AppData\Local\Google\Chrome\User Data\SwReporter\17.94.0\software_reporter_tool.exe",1
"2017-05-15T21:41:15.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Users\User\AppData\Local\Google\Chrome\User Data\SwReporter\17.94.0\software_reporter_tool.exe",1
"2017-05-15T21:41:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:41:12.000+0000","Malware-VM3","Malware-VM3","Malware-VM3\User","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe",1
"2017-05-15T21:40:25.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-15T21:39:26.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-15T21:39:24.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-15T21:39:22.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler64.exe",1
"2017-05-15T21:39:21.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\1.3.33.5\GoogleCrashHandler.exe",1
"2017-05-15T21:39:21.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-15T21:38:29.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
"2017-05-15T21:38:29.000+0000","Malware-VM3","Malware-VM3","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",1
