EventCode,EventType,RecordNumber,"_time",action,"anonymized_ComputerName",dest,source,sourcetype,src,user
4648,0,2508454721,"1472681568.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245784147,"1472681689.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245784269,"1472681695.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,2508474279,"1472682121.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245801188,"1472683345.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245801862,"1472683369.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245802164,"1472683446.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245806545,"1472683955.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245813617,"1472684789.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245818758,"1472685406.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4768,0,73342236,"1472686041.000",success,"anon_ComputerName_25","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",chuck
4648,0,245825088,"1472686228.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245827232,"1472686469.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245827554,"1472686486.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1010730618,"1472686701.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2508615204,"1472686848.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2508618974,"1472686964.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245832896,"1472687166.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2508626110,"1472687195.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245834006,"1472687308.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2508630061,"1472687315.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,2508643994,"1472687689.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245837872,"1472687792.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2508648244,"1472687800.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245840122,"1472688044.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245841776,"1472688255.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245847213,"1472688853.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245848281,"1472688981.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245850014,"1472689201.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245850078,"1472689206.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245854785,"1472689806.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245857891,"1472690166.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245860004,"1472690426.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,2508759643,"1472691881.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245872837,"1472692004.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245875344,"1472692337.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245879404,"1472692829.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2508792181,"1472692953.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,145889619,"1472693029.000",success,"anon_ComputerName_13","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",chuck
4648,0,1010793024,"1472693313.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245884998,"1472693541.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245885094,"1472693551.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245895449,"1472694889.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4768,0,73404399,"1472695497.000",success,"anon_ComputerName_25","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",chuck
4648,0,245905313,"1472696216.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245905694,"1472696310.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245906367,"1472696406.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245906990,"1472696456.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245914136,"1472697521.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245916510,"1472697861.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245920117,"1472698346.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245923842,"1472698830.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,1010851415,"1472698953.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,1010851571,"1472698961.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,1010852926,"1472699076.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245925633,"1472699081.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2508972204,"1472699561.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245929090,"1472699570.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2508983982,"1472699927.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,2508984120,"1472699931.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245933226,"1472700137.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245933621,"1472700176.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245936567,"1472700629.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245938156,"1472700857.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245942224,"1472701370.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245944427,"1472701709.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245945924,"1472701856.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245946580,"1472701941.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245947771,"1472702090.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245952309,"1472702655.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245953350,"1472702777.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245955338,"1472703033.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245957376,"1472703290.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245962093,"1472703989.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509096951,"1472704124.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509102571,"1472704335.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,145918967,"1472705091.000",success,"anon_ComputerName_13","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",chuck
4624,0,245971095,"1472706056.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245975663,"1472706636.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245978420,"1472707009.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245978972,"1472707081.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245979198,"1472707111.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245984429,"1472707815.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,245987385,"1472708210.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,245988225,"1472708336.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,245988812,"1472708426.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245989099,"1472708450.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245990927,"1472708689.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245993578,"1472709050.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245994639,"1472709247.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245995045,"1472709281.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,245995200,"1472709296.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245996342,"1472709416.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,245998037,"1472709608.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,245999813,"1472709770.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2509251539,"1472709991.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,2509254172,"1472710096.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2509255004,"1472710121.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246004378,"1472710349.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246005533,"1472710486.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246007953,"1472710814.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,1010958289,"1472710953.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,1010960539,"1472711162.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246010640,"1472711181.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246014514,"1472711689.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246019339,"1472712409.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246019817,"1472712509.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246020526,"1472712616.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246022140,"1472712861.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,2509394027,"1472715617.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246041290,"1472715630.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246042438,"1472715770.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,2509413253,"1472716250.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,2509419298,"1472716469.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,1011007556,"1472716716.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509462556,"1472718002.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246061228,"1472718510.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246061272,"1472718513.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246063416,"1472718847.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246068964,"1472719590.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246071476,"1472719951.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246072127,"1472720057.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246072461,"1472720081.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246073101,"1472720182.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246073327,"1472720196.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246074415,"1472720330.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246082992,"1472721511.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2509561528,"1472721881.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246086636,"1472722009.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246086939,"1472722087.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,1011053969,"1472722447.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,1011054522,"1472722487.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,2509584716,"1472722802.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246092219,"1472722841.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246094561,"1472723176.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509599858,"1472723311.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246096630,"1472723436.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246096703,"1472723443.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246097128,"1472723527.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246102088,"1472724254.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246103332,"1472724410.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509634680,"1472724496.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,2509649799,"1472725011.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246109586,"1472725336.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246112934,"1472725822.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246114764,"1472726070.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246117336,"1472726442.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246117441,"1472726449.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246118218,"1472726567.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246118750,"1472726658.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246119940,"1472726811.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246126716,"1472727752.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246134610,"1472728950.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509774265,"1472729778.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509774589,"1472729792.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,2509778291,"1472729917.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,1011111059,"1472730042.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246142166,"1472730047.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246145140,"1472730507.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246146842,"1472730738.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,1011125560,"1472731207.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246151856,"1472731442.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246159301,"1472732527.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246164061,"1472733171.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246171975,"1472734215.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246176694,"1472734842.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246177644,"1472734957.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246178829,"1472735091.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1011156859,"1472735202.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,2509933857,"1472735778.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1011171797,"1472736722.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1011172534,"1472736757.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1011174091,"1472736897.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246197776,"1472737607.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,1011188109,"1472737950.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,2510009372,"1472738431.000",success,"anon_ComputerName_17","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246210478,"1472739273.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246213497,"1472739630.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246219741,"1472740458.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246223443,"1472740953.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246223591,"1472740962.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246233124,"1472742157.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,1011238419,"1472742630.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,1011240160,"1472742742.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,1011242068,"1472742870.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246238555,"1472742872.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246241471,"1472743218.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,1011248531,"1472743251.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246243636,"1472743378.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1011254716,"1472743611.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246249431,"1472744087.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246251368,"1472744314.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,246252557,"1472744446.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246255172,"1472744763.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246257690,"1472745042.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246258523,"1472745138.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246266387,"1472746011.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4648,0,246266430,"1472746018.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,246267530,"1472746138.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246268318,"1472746237.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246275243,"1472747057.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246279660,"1472747547.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,246281630,"1472747778.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246282248,"1472747818.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4648,0,1011315860,"1472748378.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,246287575,"1472748402.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4624,0,246289283,"1472748618.000",success,"anon_ComputerName_19","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.103",bob
4624,0,1011323023,"1472748750.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.102",bob
4624,0,1011332970,"1472749227.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
4648,0,1011333580,"1472749242.000",success,"anon_ComputerName_18","host_12","WinEventLog:Security","WinEventLog:Security","10.17.0.101",bob
