"File_Printed","Page_Count",User,"_time","anonymized_Printer"
"document_487",2,chuck,"1474254704.000","anon_Printer_6"
"document_488",2,chuck,"1474254704.000","anon_Printer_6"
"document_489",7,chuck,"1474255675.000","anon_Printer_6"
"document_490",4,chuck,"1474255675.000","anon_Printer_6"
"document_491",11,chuck,"1474255675.000","anon_Printer_6"
"document_492",4,chuck,"1474255679.000","anon_Printer_6"
"document_493",2,chuck,"1474255679.000","anon_Printer_6"
"document_494",2,chuck,"1474255679.000","anon_Printer_6"
"document_495",3,chuck,"1474255681.000","anon_Printer_6"
"document_496",1,chuck,"1474255681.000","anon_Printer_6"
"document_497",4,chuck,"1474255681.000","anon_Printer_6"
"document_498",7,chuck,"1474255682.000","anon_Printer_6"
"document_499",4,chuck,"1474255682.000","anon_Printer_6"
"document_500",11,chuck,"1474255682.000","anon_Printer_6"
"document_501",4,chuck,"1474255687.000","anon_Printer_6"
"document_502",3,chuck,"1474255687.000","anon_Printer_6"
"document_503",1,chuck,"1474255687.000","anon_Printer_6"
"document_504",2,chuck,"1474255689.000","anon_Printer_6"
"document_505",2,chuck,"1474255689.000","anon_Printer_6"
"document_506",4,chuck,"1474255689.000","anon_Printer_6"
"document_507",2,chuck,"1474255691.000","anon_Printer_6"
"document_254",2,chuck,"1474255691.000","anon_Printer_6"
"document_509",4,chuck,"1474255691.000","anon_Printer_6"
"document_510",4,chuck,"1474255692.000","anon_Printer_6"
"document_511",3,chuck,"1474255692.000","anon_Printer_6"
"document_512",1,chuck,"1474255692.000","anon_Printer_6"
"document_513",4,chuck,"1474255694.000","anon_Printer_6"
"document_514",1,chuck,"1474255694.000","anon_Printer_6"
"document_515",5,chuck,"1474255694.000","anon_Printer_6"
"document_516",4,chuck,"1474255696.000","anon_Printer_6"
"document_517",2,chuck,"1474255696.000","anon_Printer_6"
"document_518",2,chuck,"1474255696.000","anon_Printer_6"
"document_519",1,chuck,"1474255697.000","anon_Printer_6"
"document_520",1,chuck,"1474255697.000","anon_Printer_6"
"document_521",1,chuck,"1474255698.000","anon_Printer_6"
"document_522",1,chuck,"1474255698.000","anon_Printer_6"
"document_523",4,chuck,"1474255699.000","anon_Printer_6"
"document_524",1,chuck,"1474255699.000","anon_Printer_6"
"document_525",3,chuck,"1474255699.000","anon_Printer_6"
"document_526",2,chuck,"1474255699.000","anon_Printer_9"
"document_527",2,chuck,"1474255701.000","anon_Printer_6"
"document_528",2,chuck,"1474255701.000","anon_Printer_6"
"document_529",4,chuck,"1474255702.000","anon_Printer_6"
"document_530",4,chuck,"1474255702.000","anon_Printer_6"
"document_531",12,chuck,"1474255703.000","anon_Printer_6"
"document_532",12,chuck,"1474255703.000","anon_Printer_6"
"document_533",23,chuck,"1474255705.000","anon_Printer_6"
"document_534",23,chuck,"1474255705.000","anon_Printer_6"
"document_535",4,chuck,"1474255708.000","anon_Printer_6"
"document_536",1,chuck,"1474255708.000","anon_Printer_6"
"document_537",3,chuck,"1474255708.000","anon_Printer_6"
"document_538",2,chuck,"1474255710.000","anon_Printer_6"
"document_539",2,chuck,"1474255710.000","anon_Printer_6"
"document_540",4,chuck,"1474255710.000","anon_Printer_6"
"document_541",1,chuck,"1474256258.000","anon_Printer_4"
"document_542",1,chuck,"1474256258.000","anon_Printer_4"
"document_543",1,chuck,"1474256259.000","anon_Printer_4"
"document_544",1,chuck,"1474256259.000","anon_Printer_4"
"document_545",1,chuck,"1474256261.000","anon_Printer_4"
"document_546",1,chuck,"1474256261.000","anon_Printer_4"
"document_547",1,chuck,"1474256350.000","anon_Printer_5"
"document_548",1,chuck,"1474256350.000","anon_Printer_5"
"document_549",2,chuck,"1474256396.000","anon_Printer_9"
"document_550",3,chuck,"1474256396.000","anon_Printer_9"
"document_551",1,chuck,"1474256434.000","anon_Printer_2"
"document_552",1,chuck,"1474256434.000","anon_Printer_2"
"document_553",1,chuck,"1474256508.000","anon_Printer_6"
"document_554",1,chuck,"1474256508.000","anon_Printer_6"
"document_555",2,chuck,"1474256617.000","anon_Printer_1"
"document_556",2,chuck,"1474256617.000","anon_Printer_1"
"document_557",3,chuck,"1474256618.000","anon_Printer_9"
"document_558",3,chuck,"1474256658.000","anon_Printer_9"
"document_559",1,chuck,"1474256852.000","anon_Printer_1"
"document_560",1,chuck,"1474256852.000","anon_Printer_1"
"document_561",3,chuck,"1474256898.000","anon_Printer_6"
"document_562",2,chuck,"1474256898.000","anon_Printer_6"
"document_563",2,chuck,"1474256898.000","anon_Printer_6"
"document_564",8,chuck,"1474256917.000","anon_Printer_2"
"document_565",4,chuck,"1474256917.000","anon_Printer_2"
"document_566",8,chuck,"1474256917.000","anon_Printer_2"
"document_284",1,chuck,"1474256919.000","anon_Printer_2"
"document_568",1,chuck,"1474256919.000","anon_Printer_2"
"document_569",5,chuck,"1474256920.000","anon_Printer_2"
"document_570",9,chuck,"1474256920.000","anon_Printer_2"
"document_571",8,chuck,"1474256920.000","anon_Printer_2"
"document_572",10,chuck,"1474256922.000","anon_Printer_2"
"document_573",19,chuck,"1474256922.000","anon_Printer_2"
"document_574",18,chuck,"1474256922.000","anon_Printer_2"
"document_575",2,chuck,"1474256946.000","anon_Printer_9"
"document_576",1,chuck,"1474257032.000","anon_Printer_8"
"document_577",6,chuck,"1474257170.000","anon_Printer_2"
"document_578",6,chuck,"1474257170.000","anon_Printer_2"
"document_579",1,chuck,"1474257362.000","anon_Printer_1"
"document_580",1,chuck,"1474257362.000","anon_Printer_1"
"document_581",4,chuck,"1474257445.000","anon_Printer_9"
"document_582",5,chuck,"1474257751.000","anon_Printer_9"
"document_583",25,chuck,"1474257805.000","anon_Printer_9"
"document_584",2,chuck,"1474258073.000","anon_Printer_5"
"document_585",2,chuck,"1474258073.000","anon_Printer_5"
"document_586",2,chuck,"1474258076.000","anon_Printer_5"
"document_587",2,chuck,"1474258076.000","anon_Printer_5"
"document_588",37,chuck,"1474258183.000","anon_Printer_9"
"document_4",1,chuck,"1474258413.000","anon_Printer_2"
"document_590",2,chuck,"1474258413.000","anon_Printer_2"
"document_591",2,chuck,"1474258413.000","anon_Printer_2"
"document_592",4,chuck,"1474258414.000","anon_Printer_2"
"document_593",4,chuck,"1474258414.000","anon_Printer_2"
"document_594",2,chuck,"1474258414.000","anon_Printer_2"
"document_595",2,chuck,"1474258417.000","anon_Printer_2"
"document_596",1,chuck,"1474258417.000","anon_Printer_2"
"document_597",2,chuck,"1474258417.000","anon_Printer_2"
"document_598",5,chuck,"1474258419.000","anon_Printer_2"
"document_599",4,chuck,"1474258419.000","anon_Printer_2"
"document_600",3,chuck,"1474258419.000","anon_Printer_2"
"document_601",54,chuck,"1474258444.000","anon_Printer_4"
"document_602",54,chuck,"1474258444.000","anon_Printer_4"
"document_603",1,chuck,"1474258594.000","anon_Printer_2"
"document_604",2,chuck,"1474258594.000","anon_Printer_2"
"document_605",2,chuck,"1474258594.000","anon_Printer_2"
"document_606",1,chuck,"1474258595.000","anon_Printer_2"
"document_607",4,chuck,"1474258595.000","anon_Printer_2"
"document_608",2,chuck,"1474258595.000","anon_Printer_2"
"document_609",3,chuck,"1474258595.000","anon_Printer_2"
"document_610",1,chuck,"1474258596.000","anon_Printer_2"
"document_611",1,chuck,"1474258596.000","anon_Printer_2"
"document_612",1,chuck,"1474258649.000","anon_Printer_3"
"document_613",1,chuck,"1474258649.000","anon_Printer_3"
"document_614",1,chuck,"1474258825.000","anon_Printer_4"
"document_615",2,chuck,"1474258825.000","anon_Printer_4"
"document_616",2,chuck,"1474258825.000","anon_Printer_4"
"document_617",2,chuck,"1474258838.000","anon_Printer_6"
"document_618",2,chuck,"1474258838.000","anon_Printer_6"
"document_619",2,chuck,"1474258839.000","anon_Printer_6"
"document_620",2,chuck,"1474258839.000","anon_Printer_6"
"document_621",2,chuck,"1474258979.000","anon_Printer_6"
"document_622",4,chuck,"1474258979.000","anon_Printer_6"
"document_623",6,chuck,"1474258979.000","anon_Printer_6"
"document_624",7,chuck,"1474259177.000","anon_Printer_9"
"document_625",6,chuck,"1474259177.000","anon_Printer_9"
"document_626",3,chuck,"1474259714.000","anon_Printer_6"
"document_627",3,chuck,"1474259714.000","anon_Printer_6"
"document_4",3,chuck,"1474259715.000","anon_Printer_6"
"document_629",3,chuck,"1474259715.000","anon_Printer_6"
"document_630",1,chuck,"1474259722.000","anon_Printer_6"
"document_631",1,chuck,"1474259722.000","anon_Printer_6"
"document_632",1,chuck,"1474259764.000","anon_Printer_6"
"document_633",1,chuck,"1474259764.000","anon_Printer_6"
"document_634",1,chuck,"1474259776.000","anon_Printer_6"
"document_635",1,chuck,"1474259776.000","anon_Printer_6"
"document_636",1,chuck,"1474260210.000","anon_Printer_2"
"document_637",1,chuck,"1474260210.000","anon_Printer_2"
"document_638",1,chuck,"1474260211.000","anon_Printer_2"
"document_639",1,chuck,"1474260211.000","anon_Printer_2"
"document_640",1,chuck,"1474260214.000","anon_Printer_2"
"document_641",1,chuck,"1474260214.000","anon_Printer_2"
"document_642",4,chuck,"1474260225.000","anon_Printer_4"
"document_643",4,chuck,"1474260225.000","anon_Printer_4"
"document_644",1,chuck,"1474260808.000","anon_Printer_1"
"document_4",1,chuck,"1474260808.000","anon_Printer_1"
"document_4",1,chuck,"1474261690.000","anon_Printer_3"
"document_647",1,chuck,"1474261690.000","anon_Printer_3"
"document_648",1,chuck,"1474261691.000","anon_Printer_3"
"document_649",1,chuck,"1474261691.000","anon_Printer_3"
"document_650",7,chuck,"1474261914.000","anon_Printer_9"
"document_651",16,chuck,"1474262154.000","anon_Printer_9"
"document_326",6,chuck,"1474262230.000","anon_Printer_9"
"document_653",6,chuck,"1474262230.000","anon_Printer_9"
"document_654",2,chuck,"1474262246.000","anon_Printer_9"
"document_655",3,chuck,"1474262246.000","anon_Printer_9"
"document_656",3,chuck,"1474262257.000","anon_Printer_9"
"document_657",2,chuck,"1474262257.000","anon_Printer_9"
"document_658",1,chuck,"1474262475.000","anon_Printer_9"
"document_659",6,chuck,"1474262655.000","anon_Printer_9"
"document_660",2,chuck,"1474262737.000","anon_Printer_7"
"document_661",1,chuck,"1474262754.000","anon_Printer_7"
"document_662",16,chuck,"1474262835.000","anon_Printer_9"
"document_663",4,chuck,"1474263144.000","anon_Printer_4"
"document_664",4,chuck,"1474263144.000","anon_Printer_4"
"document_665",7,chuck,"1474263146.000","anon_Printer_4"
"document_666",1,chuck,"1474263146.000","anon_Printer_4"
"document_334",6,chuck,"1474263146.000","anon_Printer_4"
"document_668",2,chuck,"1474263175.000","anon_Printer_6"
"document_4",2,chuck,"1474263175.000","anon_Printer_6"
"document_670",6,chuck,"1474263176.000","anon_Printer_6"
"document_671",6,chuck,"1474263176.000","anon_Printer_6"
"document_672",3,chuck,"1474263190.000","anon_Printer_5"
"document_673",3,chuck,"1474263190.000","anon_Printer_5"
"document_674",1,chuck,"1474263194.000","anon_Printer_4"
"document_675",7,chuck,"1474263194.000","anon_Printer_4"
"document_676",8,chuck,"1474263194.000","anon_Printer_4"
"document_677",1,chuck,"1474263635.000","anon_Printer_6"
"document_678",1,chuck,"1474263635.000","anon_Printer_6"
"document_679",1,chuck,"1474263636.000","anon_Printer_6"
"document_680",1,chuck,"1474263636.000","anon_Printer_6"
"document_681",4,chuck,"1474263773.000","anon_Printer_9"
"document_682",4,alice,"1474264185.000","anon_Printer_9"
"document_683",4,alice,"1474264185.000","anon_Printer_9"
"document_342",2,alice,"1474264195.000","anon_Printer_9"
"document_685",2,alice,"1474264195.000","anon_Printer_9"
"document_686",1,chuck,"1474264306.000","anon_Printer_2"
"document_687",2,chuck,"1474264306.000","anon_Printer_2"
"document_688",1,chuck,"1474264306.000","anon_Printer_2"
"document_689",1,chuck,"1474264412.000","anon_Printer_6"
"document_690",1,chuck,"1474264412.000","anon_Printer_6"
"document_691",14,chuck,"1474264437.000","anon_Printer_7"
"document_692",3,chuck,"1474264770.000","anon_Printer_1"
"document_693",3,chuck,"1474264770.000","anon_Printer_1"
"document_694",1,chuck,"1474264785.000","anon_Printer_9"
"document_695",1,chuck,"1474264837.000","anon_Printer_9"
"document_696",26,chuck,"1474264853.000","anon_Printer_1"
"document_697",26,chuck,"1474264853.000","anon_Printer_1"
"document_698",3,chuck,"1474264882.000","anon_Printer_4"
"document_699",3,chuck,"1474264882.000","anon_Printer_4"
"document_700",3,chuck,"1474264898.000","anon_Printer_4"
"document_701",3,chuck,"1474264898.000","anon_Printer_4"
"document_351",4,chuck,"1474264927.000","anon_Printer_4"
"document_703",4,chuck,"1474264927.000","anon_Printer_4"
"document_704",2,chuck,"1474265006.000","anon_Printer_9"
"document_705",1,chuck,"1474265027.000","anon_Printer_1"
"document_706",1,chuck,"1474265027.000","anon_Printer_1"
"document_707",1,chuck,"1474265028.000","anon_Printer_1"
"document_708",1,chuck,"1474265028.000","anon_Printer_1"
"document_709",9,chuck,"1474265061.000","anon_Printer_9"
"document_710",4,chuck,"1474265427.000","anon_Printer_7"
"document_711",2,chuck,"1474265457.000","anon_Printer_9"
"document_712",2,chuck,"1474265457.000","anon_Printer_9"
"document_713",3,chuck,"1474265541.000","anon_Printer_9"
"document_714",2,chuck,"1474265541.000","anon_Printer_9"
"document_715",13,chuck,"1474265695.000","anon_Printer_9"
"document_716",3,chuck,"1474265769.000","anon_Printer_9"
"document_717",2,chuck,"1474265769.000","anon_Printer_9"
"document_359",2,chuck,"1474266139.000","anon_Printer_3"
"document_719",1,chuck,"1474266139.000","anon_Printer_3"
"document_4",1,chuck,"1474266139.000","anon_Printer_3"
"document_721",1,chuck,"1474266139.000","anon_Printer_3"
"document_722",1,chuck,"1474266188.000","anon_Printer_3"
"document_723",1,chuck,"1474266188.000","anon_Printer_3"
"document_724",1,chuck,"1474266639.000","anon_Printer_2"
"document_725",1,chuck,"1474266639.000","anon_Printer_2"
"document_726",1,chuck,"1474266690.000","anon_Printer_2"
"document_727",1,chuck,"1474266690.000","anon_Printer_2"
"document_728",26,chuck,"1474266869.000","anon_Printer_6"
"document_729",26,chuck,"1474266869.000","anon_Printer_6"
"document_730",6,chuck,"1474267182.000","anon_Printer_7"
"document_731",7,chuck,"1474267207.000","anon_Printer_7"
"document_732",1,chuck,"1474267296.000","anon_Printer_4"
"document_733",1,chuck,"1474267296.000","anon_Printer_4"
"document_734",2,chuck,"1474267303.000","anon_Printer_1"
"document_735",2,chuck,"1474267303.000","anon_Printer_1"
"document_736",1,chuck,"1474267303.000","anon_Printer_1"
"document_737",1,chuck,"1474267332.000","anon_Printer_7"
"document_738",1,chuck,"1474267421.000","anon_Printer_7"
"document_739",6,chuck,"1474267890.000","anon_Printer_5"
"document_740",4,chuck,"1474267890.000","anon_Printer_5"
"document_741",2,chuck,"1474267890.000","anon_Printer_5"
"document_742",8,chuck,"1474267891.000","anon_Printer_5"
"document_743",8,chuck,"1474267891.000","anon_Printer_5"
"document_744",1,chuck,"1474267894.000","anon_Printer_5"
"document_745",4,chuck,"1474267894.000","anon_Printer_5"
"document_746",5,chuck,"1474267894.000","anon_Printer_5"
"document_747",16,chuck,"1474268044.000","anon_Printer_6"
"document_748",16,chuck,"1474268044.000","anon_Printer_6"
"document_749",1,chuck,"1474268106.000","anon_Printer_5"
"document_750",1,chuck,"1474268106.000","anon_Printer_5"
"document_751",1,chuck,"1474268109.000","anon_Printer_5"
"document_752",1,chuck,"1474268109.000","anon_Printer_5"
"document_753",4,chuck,"1474268165.000","anon_Printer_5"
"document_754",5,chuck,"1474268165.000","anon_Printer_5"
"document_755",1,chuck,"1474268165.000","anon_Printer_5"
"document_756",2,chuck,"1474268191.000","anon_Printer_4"
"document_757",2,chuck,"1474268191.000","anon_Printer_4"
"document_758",2,chuck,"1474268193.000","anon_Printer_4"
"document_759",2,chuck,"1474268193.000","anon_Printer_4"
"document_760",1,chuck,"1474268201.000","anon_Printer_3"
"document_761",1,chuck,"1474268201.000","anon_Printer_3"
"document_762",1,chuck,"1474268202.000","anon_Printer_3"
"document_763",1,chuck,"1474268202.000","anon_Printer_3"
"document_764",2,chuck,"1474268370.000","anon_Printer_4"
"document_765",4,chuck,"1474268370.000","anon_Printer_4"
"document_766",4,chuck,"1474268370.000","anon_Printer_4"
"document_767",2,chuck,"1474268681.000","anon_Printer_7"
"document_768",3,chuck,"1474268788.000","anon_Printer_4"
"document_769",4,chuck,"1474268788.000","anon_Printer_4"
"document_770",2,chuck,"1474268788.000","anon_Printer_4"
"document_771",6,chuck,"1474268788.000","anon_Printer_4"
"document_772",1,chuck,"1474268790.000","anon_Printer_4"
"document_773",2,chuck,"1474268790.000","anon_Printer_4"
"document_774",2,chuck,"1474268790.000","anon_Printer_4"
"document_775",2,chuck,"1474268790.000","anon_Printer_4"
"document_776",22,chuck,"1474268824.000","anon_Printer_9"
"document_777",22,chuck,"1474268824.000","anon_Printer_9"
"document_4",1,chuck,"1474268839.000","anon_Printer_7"
"document_779",1,chuck,"1474268839.000","anon_Printer_7"
"document_780",2,chuck,"1474268847.000","anon_Printer_1"
"document_781",3,chuck,"1474268847.000","anon_Printer_1"
"document_782",2,chuck,"1474268847.000","anon_Printer_1"
"document_783",2,chuck,"1474268849.000","anon_Printer_1"
"document_784",1,chuck,"1474268849.000","anon_Printer_1"
"document_785",2,chuck,"1474268849.000","anon_Printer_1"
"document_786",2,chuck,"1474268851.000","anon_Printer_1"
"document_787",1,chuck,"1474268851.000","anon_Printer_1"
"document_788",2,chuck,"1474268851.000","anon_Printer_1"
"document_789",4,chuck,"1474268852.000","anon_Printer_1"
"document_790",4,chuck,"1474268852.000","anon_Printer_1"
"document_791",2,chuck,"1474268852.000","anon_Printer_1"
"document_792",2,chuck,"1474268857.000","anon_Printer_6"
"document_793",2,chuck,"1474268857.000","anon_Printer_6"
"document_794",6,chuck,"1474268858.000","anon_Printer_6"
"document_795",6,chuck,"1474268858.000","anon_Printer_6"
"document_796",2,chuck,"1474269147.000","anon_Printer_9"
"document_797",2,chuck,"1474269302.000","anon_Printer_9"
"document_798",2,chuck,"1474269302.000","anon_Printer_9"
"document_799",4,chuck,"1474269371.000","anon_Printer_9"
"document_800",1,chuck,"1474269373.000","anon_Printer_1"
"document_801",1,chuck,"1474269373.000","anon_Printer_1"
"document_802",1,chuck,"1474269374.000","anon_Printer_1"
"document_803",1,chuck,"1474269374.000","anon_Printer_1"
"document_804",2,chuck,"1474269633.000","anon_Printer_2"
"document_805",2,chuck,"1474269633.000","anon_Printer_2"
"document_806",2,chuck,"1474269634.000","anon_Printer_2"
"document_807",2,chuck,"1474269634.000","anon_Printer_2"
"document_808",4,chuck,"1474269697.000","anon_Printer_4"
"document_809",4,chuck,"1474269697.000","anon_Printer_4"
"document_810",4,chuck,"1474269706.000","anon_Printer_1"
"document_811",4,chuck,"1474269706.000","anon_Printer_1"
"document_812",4,chuck,"1474269706.000","anon_Printer_1"
"document_813",8,chuck,"1474269706.000","anon_Printer_1"
"document_407",4,chuck,"1474269745.000","anon_Printer_9"
"document_815",4,chuck,"1474269745.000","anon_Printer_9"
"document_816",1,chuck,"1474269851.000","anon_Printer_1"
"document_817",1,chuck,"1474269851.000","anon_Printer_1"
"document_818",1,chuck,"1474269878.000","anon_Printer_1"
"document_819",1,chuck,"1474269878.000","anon_Printer_1"
"document_820",8,chuck,"1474270096.000","anon_Printer_1"
"document_821",4,chuck,"1474270096.000","anon_Printer_1"
"document_822",4,chuck,"1474270096.000","anon_Printer_1"
"document_823",4,chuck,"1474270096.000","anon_Printer_1"
"document_824",50,chuck,"1474270448.000","anon_Printer_9"
"document_825",51,chuck,"1474270448.000","anon_Printer_9"
"document_826",2,chuck,"1474270474.000","anon_Printer_7"
"document_827",12,chuck,"1474270522.000","anon_Printer_6"
"document_828",12,chuck,"1474270522.000","anon_Printer_6"
"document_829",5,chuck,"1474270652.000","anon_Printer_7"
"document_830",8,chuck,"1474270826.000","anon_Printer_5"
"document_831",4,chuck,"1474270826.000","anon_Printer_5"
"document_832",4,chuck,"1474270826.000","anon_Printer_5"
"document_833",4,chuck,"1474270826.000","anon_Printer_5"
"document_834",2,chuck,"1474270827.000","anon_Printer_5"
"document_835",3,chuck,"1474270827.000","anon_Printer_5"
"document_836",2,chuck,"1474270827.000","anon_Printer_5"
"document_837",4,chuck,"1474270856.000","anon_Printer_9"
"document_838",2,chuck,"1474271261.000","anon_Printer_2"
"document_839",2,chuck,"1474271261.000","anon_Printer_2"
"document_840",1,chuck,"1474272037.000","anon_Printer_3"
"document_841",1,chuck,"1474272037.000","anon_Printer_3"
"document_842",1,chuck,"1474272038.000","anon_Printer_3"
"document_843",1,chuck,"1474272038.000","anon_Printer_3"
"document_844",2,chuck,"1474272160.000","anon_Printer_2"
"document_845",1,chuck,"1474272160.000","anon_Printer_2"
"document_846",2,chuck,"1474272160.000","anon_Printer_2"
"document_847",499,chuck,"1474272227.000","anon_Printer_2"
"document_848",998,chuck,"1474272227.000","anon_Printer_2"
"document_849",998,chuck,"1474272227.000","anon_Printer_2"
"document_850",16,chuck,"1474272658.000","anon_Printer_3"
"document_851",8,chuck,"1474272658.000","anon_Printer_3"
"document_852",1,chuck,"1474272658.000","anon_Printer_3"
"document_4",15,chuck,"1474272658.000","anon_Printer_3"
"document_854",22,chuck,"1474272659.000","anon_Printer_3"
"document_855",11,chuck,"1474272659.000","anon_Printer_3"
"document_856",1,chuck,"1474272659.000","anon_Printer_3"
"document_857",21,chuck,"1474272659.000","anon_Printer_3"
"document_858",1,chuck,"1474272863.000","anon_Printer_3"
"document_859",2,chuck,"1474272863.000","anon_Printer_3"
"document_860",2,chuck,"1474272863.000","anon_Printer_3"
"document_861",2,chuck,"1474272972.000","anon_Printer_3"
"document_862",1,chuck,"1474272972.000","anon_Printer_3"
"document_863",2,chuck,"1474272972.000","anon_Printer_3"
"document_864",1,chuck,"1474273065.000","anon_Printer_3"
"document_865",2,chuck,"1474273065.000","anon_Printer_3"
"document_866",2,chuck,"1474273065.000","anon_Printer_3"
"document_867",2,chuck,"1474273125.000","anon_Printer_3"
"document_868",1,chuck,"1474273125.000","anon_Printer_3"
"document_869",2,chuck,"1474273125.000","anon_Printer_3"
"document_870",11,chuck,"1474273823.000","anon_Printer_7"
"document_871",5,chuck,"1474273911.000","anon_Printer_6"
"document_872",5,chuck,"1474273911.000","anon_Printer_6"
"document_873",1,chuck,"1474273940.000","anon_Printer_3"
"document_874",1,chuck,"1474273940.000","anon_Printer_3"
"document_875",1,chuck,"1474273960.000","anon_Printer_1"
"document_876",1,chuck,"1474273960.000","anon_Printer_1"
"document_877",1,chuck,"1474273961.000","anon_Printer_1"
"document_878",1,chuck,"1474273961.000","anon_Printer_1"
"document_879",2,chuck,"1474274413.000","anon_Printer_2"
"document_880",2,chuck,"1474274413.000","anon_Printer_2"
"document_881",5,chuck,"1474274503.000","anon_Printer_8"
"document_882",1,chuck,"1474275016.000","anon_Printer_6"
"document_883",2,chuck,"1474275016.000","anon_Printer_6"
"document_884",1,chuck,"1474275016.000","anon_Printer_6"
"document_885",3,alice,"1474275052.000","anon_Printer_9"
"document_886",2,alice,"1474275052.000","anon_Printer_9"
"document_887",6,chuck,"1474275423.000","anon_Printer_9"
"document_888",5,chuck,"1474276508.000","anon_Printer_9"
"document_889",7,chuck,"1474276722.000","anon_Printer_9"
"document_890",7,chuck,"1474276764.000","anon_Printer_9"
"document_891",1,chuck,"1474276952.000","anon_Printer_1"
"document_892",1,chuck,"1474276952.000","anon_Printer_1"
"document_893",2,chuck,"1474277027.000","anon_Printer_2"
"document_894",2,chuck,"1474277027.000","anon_Printer_2"
"document_895",1,chuck,"1474277045.000","anon_Printer_1"
"document_896",1,chuck,"1474277045.000","anon_Printer_1"
"document_897",2,chuck,"1474277268.000","anon_Printer_2"
"document_898",1,chuck,"1474277268.000","anon_Printer_2"
"document_899",2,chuck,"1474277268.000","anon_Printer_2"
"document_900",4,chuck,"1474277269.000","anon_Printer_2"
"document_901",2,chuck,"1474277269.000","anon_Printer_2"
"document_902",4,chuck,"1474277269.000","anon_Printer_2"
"document_903",2,chuck,"1474277317.000","anon_Printer_2"
"document_904",1,chuck,"1474277317.000","anon_Printer_2"
"document_905",3,chuck,"1474277317.000","anon_Printer_2"
"document_906",1,chuck,"1474277319.000","anon_Printer_2"
"document_907",1,chuck,"1474277319.000","anon_Printer_2"
"document_908",16,chuck,"1474277681.000","anon_Printer_7"
"document_909",17,chuck,"1474277681.000","anon_Printer_7"
"document_910",1,chuck,"1474277737.000","anon_Printer_1"
"document_911",1,chuck,"1474277737.000","anon_Printer_1"
"document_912",4,chuck,"1474278289.000","anon_Printer_9"
"document_913",1,chuck,"1474278553.000","anon_Printer_4"
"document_914",1,chuck,"1474278553.000","anon_Printer_4"
"document_915",4,chuck,"1474278628.000","anon_Printer_7"
"document_916",1,chuck,"1474278677.000","anon_Printer_4"
"document_917",1,chuck,"1474278677.000","anon_Printer_4"
"document_918",6,chuck,"1474278788.000","anon_Printer_4"
"document_919",3,chuck,"1474278788.000","anon_Printer_4"
"document_920",1,chuck,"1474278788.000","anon_Printer_4"
"document_921",5,chuck,"1474278788.000","anon_Printer_4"
"document_922",2,chuck,"1474278853.000","anon_Printer_4"
"document_923",1,chuck,"1474278853.000","anon_Printer_4"
"document_924",2,chuck,"1474278853.000","anon_Printer_4"
"document_925",1,chuck,"1474278859.000","anon_Printer_4"
"document_926",56,chuck,"1474278859.000","anon_Printer_4"
"document_464",55,chuck,"1474278859.000","anon_Printer_4"
"document_928",28,chuck,"1474278859.000","anon_Printer_4"
"document_929",9,chuck,"1474278989.000","anon_Printer_9"
"document_930",8,chuck,"1474278989.000","anon_Printer_9"
"document_931",19,chuck,"1474279234.000","anon_Printer_7"
"document_932",3,chuck,"1474279809.000","anon_Printer_3"
"document_933",3,chuck,"1474279809.000","anon_Printer_3"
"document_4",1,chuck,"1474279832.000","anon_Printer_4"
"document_935",1,chuck,"1474279832.000","anon_Printer_4"
"document_936",8,chuck,"1474279908.000","anon_Printer_9"
"document_937",1,chuck,"1474280170.000","anon_Printer_7"
"document_938",2,chuck,"1474280182.000","anon_Printer_7"
"document_939",3,chuck,"1474280193.000","anon_Printer_7"
"document_940",4,chuck,"1474280372.000","anon_Printer_4"
"document_941",4,chuck,"1474280372.000","anon_Printer_4"
"document_942",3,chuck,"1474280373.000","anon_Printer_4"
"document_943",3,chuck,"1474280373.000","anon_Printer_4"
"document_944",2,chuck,"1474280783.000","anon_Printer_6"
"document_945",2,chuck,"1474280783.000","anon_Printer_6"
"document_946",1,chuck,"1474281065.000","anon_Printer_7"
"document_947",1,chuck,"1474281467.000","anon_Printer_4"
"document_948",1,chuck,"1474281467.000","anon_Printer_4"
"document_4",2,chuck,"1474283690.000","anon_Printer_2"
"document_950",2,chuck,"1474283690.000","anon_Printer_2"
"document_951",27,chuck,"1474283732.000","anon_Printer_4"
"document_952",1,chuck,"1474283732.000","anon_Printer_4"
"document_953",26,chuck,"1474283732.000","anon_Printer_4"
"document_954",1,chuck,"1474283764.000","anon_Printer_1"
"document_955",1,chuck,"1474283764.000","anon_Printer_1"
"document_956",1,chuck,"1474283766.000","anon_Printer_1"
"document_957",1,chuck,"1474283766.000","anon_Printer_1"
"document_958",1,chuck,"1474283767.000","anon_Printer_1"
"document_959",1,chuck,"1474283767.000","anon_Printer_1"
"document_960",1,chuck,"1474283768.000","anon_Printer_1"
"document_961",2,chuck,"1474283768.000","anon_Printer_1"
"document_962",2,chuck,"1474283768.000","anon_Printer_1"
"document_963",1,chuck,"1474283769.000","anon_Printer_1"
"document_964",1,chuck,"1474283769.000","anon_Printer_1"
"document_965",1,chuck,"1474283769.000","anon_Printer_1"
"document_966",2,chuck,"1474283769.000","anon_Printer_1"
"document_967",3,chuck,"1474283771.000","anon_Printer_1"
