EventCode,"_time",sourcetype,tag,user
4624,"1527086477.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527086330.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527086330.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527086119.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527085512.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527085512.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527085329.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527085211.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527085211.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527084685.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527084650.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527084650.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527084631.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4768,"1527084236.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1527083943.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527083941.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527083941.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527083670.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527083670.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527083231.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527083137.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527082910.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4624,"1527082508.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1527082461.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527082433.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527082318.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4624,"1527082209.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527082209.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527082188.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527081999.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527081909.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527081822.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527081822.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527080503.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527080338.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527080253.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527080168.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527080168.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527080060.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527080060.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527079915.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1527079618.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4768,"1527078919.000","WinEventLog:Security","authentication;os;security;windows",chuck
4768,"1527078919.000","WinEventLog:Security","authentication;os;security;windows",chuck
4768,"1527077121.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1527077095.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4648,"1527077095.000","WinEventLog:Security","authentication;os;privileged;remote;security;windows",chuck
4768,"1527077095.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1527076612.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527076610.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527076610.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4634,"1527076451.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527075079.000","WinEventLog:Security","authentication;os;security;windows",alice
4648,"1527075078.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4768,"1527073747.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527072946.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527072894.000","WinEventLog:Security","authentication;os;security;windows",alice
4648,"1527072893.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527072859.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527072826.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527071164.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527070345.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4648,"1527070345.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4768,"1527069755.000","WinEventLog:Security","authentication;os;security;windows",alice
4648,"1527069754.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527069282.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527069282.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527069254.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527069221.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527069221.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527067610.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4634,"1527067418.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527067418.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527065705.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4768,"1527065705.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1527065668.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527065666.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527065666.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527065646.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527065620.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527065620.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4648,"1527063977.000","WinEventLog:Security","authentication;os;privileged;remote;security;windows",chuck
4768,"1527063977.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1527063823.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527063823.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527062850.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527062056.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527062055.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527062021.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4648,"1527061869.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527060215.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527059982.000","WinEventLog:Security","authentication;os;security;windows",alice
4634,"1527059510.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4768,"1527059216.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527059216.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4624,"1527058965.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4624,"1527058449.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527058398.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527056586.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1527056586.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4648,"1527056586.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527056253.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527056121.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4768,"1527055361.000","WinEventLog:Security","authentication;os;security;windows",alice
4768,"1527054893.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527054786.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527054786.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527053236.000","WinEventLog:Security","authentication;os;security;windows",alice
4768,"1527053236.000","WinEventLog:Security","authentication;os;security;windows",alice
4648,"1527053233.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527052976.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527052310.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4768,"1527052212.000","WinEventLog:Security","authentication;os;security;windows",alice
4768,"1527051687.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1527051410.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4634,"1527051258.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527051182.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527051182.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527051182.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527051180.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527051180.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527049372.000","WinEventLog:Security","authentication;os;security;windows",alice
4768,"1527049372.000","WinEventLog:Security","authentication;os;security;windows",alice
4634,"1527049045.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527049003.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527048908.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527045662.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527045662.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527045497.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527045497.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527045458.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1527045458.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4634,"1527045286.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527045109.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4634,"1527043486.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527042100.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527042093.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527041671.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527041671.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527040916.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4624,"1527039857.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527039308.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527039308.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1527038809.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4624,"1527038590.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527038281.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527038047.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527038047.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527036615.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1527036236.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527035761.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527035761.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4624,"1527034869.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527034861.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527034764.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527034763.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527034763.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527034664.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527034664.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527034436.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527034046.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1527033967.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527032631.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1527032242.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527032242.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4624,"1527031268.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527031062.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527030958.000","WinEventLog:Security","authentication;os;security;windows",alice
4648,"1527030514.000","WinEventLog:Security","authentication;os;privileged;remote;security;windows",chuck
4634,"1527027581.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527027457.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527027457.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527027457.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527024145.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527023921.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527023894.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527023847.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527023420.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527022984.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527022944.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527021849.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527021848.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527021812.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527021811.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527021811.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527021805.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527021760.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527021760.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527021749.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1527020542.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1527020542.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4624,"1527020309.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527020302.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527020228.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527019352.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1527016709.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4648,"1527016675.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527016628.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527016627.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527016339.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527014516.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527013101.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527013027.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527013027.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527012745.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527012608.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527012370.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527012150.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527012083.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527012075.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527012075.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527011953.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527011862.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527011862.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527011852.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527010899.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527009474.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527009474.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527009425.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527009425.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1527009417.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1527009417.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527009412.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1527009411.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1527003028.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527002777.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527002777.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1527002409.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1527002177.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1527002049.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527002049.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1527000587.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1526999398.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526999107.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526999102.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4768,"1526999069.000","WinEventLog:Security","authentication;os;security;windows",chuck
4768,"1526999069.000","WinEventLog:Security","authentication;os;security;windows",chuck
4624,"1526998981.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526998981.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526998933.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526998291.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526998280.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526998280.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526998280.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526998280.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526998208.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526998208.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4768,"1526998121.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1526998003.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526997831.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526997709.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526997709.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526997709.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526997426.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526997426.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526997159.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526997006.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526996825.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526996825.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4634,"1526996825.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526996756.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526996756.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526996756.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526996756.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4624,"1526996756.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526996755.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526996755.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526996755.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526996755.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526996755.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526996086.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1526996061.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4634,"1526995956.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526995703.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526995343.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1526995121.000","WinEventLog:Security","authentication;os;security;windows",chuck
4768,"1526995121.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1526994147.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526994147.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1526992752.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4648,"1526992752.000","WinEventLog:Security","authentication;os;privileged;remote;security;windows",chuck
4624,"1526992574.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1526991721.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4768,"1526991721.000","WinEventLog:Security","authentication;os;security;windows",alice
4634,"1526991561.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4768,"1526989964.000","WinEventLog:Security","authentication;os;security;windows",alice
4634,"1526988969.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526988740.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526986939.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526985619.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526985293.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1526985154.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1526985130.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526984890.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4648,"1526984488.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4768,"1526984488.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1526984466.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526984465.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526984360.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4624,"1526983923.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4648,"1526983923.000","WinEventLog:Security","authentication;os;privileged;remote;security;windows",chuck
4768,"1526983923.000","WinEventLog:Security","authentication;os;security;windows",chuck
4768,"1526983923.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1526983314.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4768,"1526982888.000","WinEventLog:Security","authentication;os;security;windows",chuck
4768,"1526982656.000","WinEventLog:Security","authentication;os;security;windows",alice
4768,"1526982656.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1526982655.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4768,"1526982655.000","WinEventLog:Security","authentication;os;security;windows",alice
4634,"1526982000.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526981286.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526981285.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1526979697.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1526979204.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4624,"1526978988.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",chuck
4634,"1526978815.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",chuck
4634,"1526978384.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526978384.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1526978344.000","WinEventLog:Security","authentication;os;security;windows",chuck
4634,"1526978060.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4634,"1526977959.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526977890.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1526977670.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4768,"1526977109.000","WinEventLog:Security","authentication;os;security;windows",alice
4648,"1526977108.000","WinEventLog:Security","authentication;os;remote;security;windows",alice
4634,"1526977014.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
4634,"1526976064.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526975072.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",alice
4624,"1526974778.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526974299.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526974297.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526974264.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526974264.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526974054.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526972455.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4624,"1526971486.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4768,"1526971208.000","WinEventLog:Security","authentication;os;security;windows",alice
4624,"1526971207.000","WinEventLog:Security","authentication;cleartext;os;remote;security;windows",alice
4634,"1526970686.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4624,"1526970686.000","WinEventLog:Security","authentication;os;remote;security;windows",chuck
4634,"1526970684.000","WinEventLog:Security","access;logoff;os;remote;security;stop;windows",chuck
4634,"1526969960.000","WinEventLog:Security","access;cleartext;logoff;os;remote;security;stop;windows",alice
