badPwdCount,lastLogonTimestamp,logonCount,pwdLastSet,sAMAccountName,whenCreated
,"2018-01-17T19:22:45.241276Z",,"2018-01-05T18:50:01.428229Z",user4533,"20180105185001.0Z"
0,"2018-03-10T07:41:04.931350Z",78,"2018-01-09T06:44:11.978390Z",user4535,"20180105180438.0Z"
,"2018-03-06T16:32:18.095910Z",37,"2018-01-16T19:22:36.696798Z",user4554,"20180104000354.0Z"
0,"2018-03-12T15:42:45.154440Z",34,"2018-01-22T05:18:50.873446Z",user4555,"20180104000354.0Z"
0,"2018-03-12T21:35:40.700718Z",62,"2018-01-29T22:15:31.945250Z",user4587,"20171221020327.0Z"
0,"2018-03-12T00:58:00.428758Z",5102,"2018-01-08T15:32:35.987321Z",user4591,"20171220200330.0Z"
0,"2018-03-08T22:57:52.713559Z",43,"2018-01-08T22:00:48.904602Z",user4598,"20171220030323.0Z"
0,"2018-03-12T16:58:13.795944Z",33,"2018-01-08T22:01:23.983920Z",user4602,"20171220020325.0Z"
0,"2018-02-28T00:54:26.495581Z",30,"2018-01-08T22:00:35.654174Z",user4614,"20171219180337.0Z"
0,"2018-03-08T23:53:01.863057Z",83,"2018-01-02T20:00:12.330218Z",user4627,"20171216020341.0Z"
0,"2018-03-08T08:52:39.342624Z",51,"2018-01-22T09:17:31.004513Z",user4638,"20171215020344.0Z"
0,"2018-03-15T09:37:49.272434Z",90,"2018-01-02T11:08:59.600563Z",user4645,"20171214020339.0Z"
0,"2018-03-06T18:17:19.645393Z",52,"2018-03-01T19:50:56.816534Z",user4651,"20171213070338.0Z"
0,"2018-03-05T13:32:37.874454Z",5431,"2018-03-05T14:22:27.001309Z",user4673,"20171130191345.0Z"
,"2017-11-30T17:54:14.251363Z",,"2017-11-30T16:15:14.645200Z",user4680,"20171130161514.0Z"
0,"2018-03-14T02:37:36.109177Z",92,"2018-03-05T17:00:19.220120Z",user4689,"20171129060615.0Z"
0,"2018-03-12T15:17:53.052742Z",49,"2018-03-07T18:55:48.966905Z",user4715,"20171122193019.0Z"
0,"2018-03-12T13:23:53.626237Z",2004,"2018-02-27T19:00:39.564853Z",user4736,"20171121180730.0Z"
,"2018-03-08T13:45:03.398786Z",,"2017-11-17T23:28:25.786768Z",user4741,"20171117232825.0Z"
0,"2018-03-07T21:38:17.460056Z",34,"2018-02-12T02:59:09.578258Z",user4742,"20171117230439.0Z"
0,"2018-03-13T03:00:48.776204Z",54,"2018-01-26T01:16:37.391566Z",user4755,"20171114210429.0Z"
0,"2018-03-07T02:36:46.017162Z",70,"2018-02-05T18:28:42.628263Z",user4760,"20171114200436.0Z"
0,"2018-03-12T17:34:02.549801Z",65,"2018-02-20T20:55:49.736741Z",user4762,"20171111010427.0Z"
0,"2018-02-23T15:31:51.281163Z",40,"2018-02-03T13:05:23.222532Z",user4772,"20171108212232.0Z"
0,"2018-03-09T00:04:18.568041Z",21,"2018-02-14T16:23:56.458527Z",user4774,"20171108212158.0Z"
0,"2018-03-15T13:01:38.862828Z",63,"2018-02-02T18:50:32.031586Z",user4777,"20171108212127.0Z"
0,"2018-03-12T08:37:20.567582Z",25,"2018-01-18T19:12:00.165072Z",user4800,"20171102205556.0Z"
,,,"2017-11-01T19:00:19.261955Z",user4811,"20171101190019.0Z"
0,"2018-03-05T17:31:12.978652Z",58,"2018-01-22T15:03:17.261986Z",user4838,"20171030180014.0Z"
0,"2018-03-06T17:37:56.933216Z",1183,"2018-01-25T17:04:42.842556Z",user4857,"20171025020405.0Z"
,"2018-01-04T03:27:04.669467Z",2,"2018-01-04T03:39:18.690304Z",user4864,"20171023234803.0Z"
,"2018-02-16T16:51:22.477474Z",5,"2018-02-16T16:51:21.206156Z",user4866,"20171023234739.0Z"
,"2018-01-09T18:00:28.039437Z",,"2017-10-23T23:16:31.602393Z",user4867,"20171023231631.0Z"
0,"2018-03-07T14:10:20.929277Z",60,"2018-01-09T16:25:31.864881Z",user4925,"20171012190414.0Z"
0,"2018-03-15T06:11:59.794152Z",,"2017-10-17T21:01:37.589901Z",user4929,"20171011205825.0Z"
