"_time",count,EventCode,Keywords,"Logon_Process","Logon_Type","Logon_Type_Description",RecordNumber,Type,dest,user
"1477684613.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529356,Information,"host_1","user_112"
"1477685654.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529366,Information,"host_1","user_146"
"1477685733.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529377,Information,"host_1","user_122"
"1477688595.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529397,Information,"host_1","user_51"
"1477688814.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529405,Information,"host_1","user_138"
"1477689209.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529420,Information,"host_1","user_146"
"1477689519.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529429,Information,"host_1","user_143"
"1477691951.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529468,Information,"host_1","user_138"
"1477692498.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529483,Information,"host_1","user_146"
"1477692641.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529494,Information,"host_1","user_138"
"1477692831.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529500,Information,"host_1","user_12"
"1477692911.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529504,Information,"host_1","user_30"
"1477693178.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529509,Information,"host_1","user_57"
"1477696760.000",,4624,"Audit Success",User32,10,RemoteInteractive,1529541,Information,"host_1","user_51"
"1477707695.000",,4624,"Audit Success",Advapi,2,Interactive,985891596,Information,"host_11","user_5"
"1477707707.000",,4624,"Audit Success",User32,10,RemoteInteractive,985892654,Information,"host_11","user_74"
"1477870193.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530088,Information,"host_1","user_47"
"1477911307.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530203,Information,"host_1","user_39"
"1477911315.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530208,Information,"host_1","user_34"
"1477912093.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530219,Information,"host_1","user_39"
"1477918733.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530241,Information,"host_1","user_34"
"1477919237.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530248,Information,"host_1","svc_system_monitoring"
"1477923014.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530272,Information,"host_1","user_34"
"1477931167.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530301,Information,"host_1","user_112"
"1477931919.000",,4624,"Audit Success",User32,10,RemoteInteractive,3285807,Information,"host_23","user_1"
"1477932512.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530310,Information,"host_1","user_16"
"1477932618.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530315,Information,"host_1","user_34"
"1477932713.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530321,Information,"host_1","user_31"
"1477933373.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530331,Information,"host_1","user_16"
"1477933634.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530340,Information,"host_1","user_143"
"1477934532.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530346,Information,"host_1","user_146"
"1477935036.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530350,Information,"host_1","user_12"
"1477935859.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530358,Information,"host_1","user_52"
"1477937218.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530377,Information,"host_1","user_34"
"1477937572.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530389,Information,"host_1","user_52"
"1477938193.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530395,Information,"host_1","user_94"
"1477939646.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530404,Information,"host_1","user_48"
"1477943832.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530443,Information,"host_1","user_12"
"1477944036.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530448,Information,"host_1","user_12"
"1477944092.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530457,Information,"host_1","user_30"
"1477945502.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530466,Information,"host_1","user_12"
"1477946438.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530484,Information,"host_1","user_53"
"1477946473.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530492,Information,"host_1","user_26"
"1477946564.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530502,Information,"host_1","user_104"
"1477947383.000",,4624,"Audit Success",Advapi,2,Interactive,1002242601,Information,"host_11","user_5"
"1477947387.000",,4624,"Audit Success",User32,10,RemoteInteractive,1002242982,Information,"host_11","user_74"
"1477949146.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530537,Information,"host_1","user_53"
"1477949652.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530547,Information,"host_1","user_12"
"1477949866.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530553,Information,"host_1","user_146"
"1477952744.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530567,Information,"host_1","user_16"
"1477956279.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530603,Information,"host_1","user_104"
"1477957786.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530624,Information,"host_1","user_48"
"1477973122.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530687,Information,"host_1","user_146"
"1477996199.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530769,Information,"host_1","user_34"
"1477997462.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530781,Information,"host_1","user_39"
"1478009121.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530822,Information,"host_1","user_39"
"1478009438.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530829,Information,"host_1","user_39"
"1478011737.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530840,Information,"host_1","user_39"
"1478015828.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530860,Information,"host_1","user_34"
"1478017854.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530871,Information,"host_1","user_39"
"1478020278.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530882,Information,"host_1","user_146"
"1478020678.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530890,Information,"host_1","user_52"
"1478020815.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530893,Information,"host_1","user_57"
"1478021701.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530898,Information,"host_1","user_143"
"1478023084.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530915,Information,"host_1","user_138"
"1478023694.000",,4624,"Audit Success",Advapi,2,Interactive,1007521705,Information,"host_11","user_5"
"1478023791.000",,4624,"Audit Success",User32,10,RemoteInteractive,1007529348,Information,"host_11","user_139"
"1478024201.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530931,Information,"host_1","user_94"
"1478024910.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530940,Information,"host_1","user_114"
"1478024916.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530943,Information,"host_1","user_70"
"1478024979.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530945,Information,"host_1","user_47"
"1478026875.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530963,Information,"host_1","user_143"
"1478027425.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530969,Information,"host_1","user_16"
"1478027824.000",,4624,"Audit Success",User32,10,RemoteInteractive,1530976,Information,"host_1","user_22"
"1478031532.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531012,Information,"host_1","user_26"
"1478031841.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531016,Information,"host_1","user_12"
"1478032185.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531024,Information,"host_1","user_146"
"1478032918.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531040,Information,"host_1","user_122"
"1478032960.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531044,Information,"host_1","user_114"
"1478033313.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531049,Information,"host_1","user_52"
"1478033797.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531054,Information,"host_1","user_41"
"1478033851.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531059,Information,"host_1","user_112"
"1478034747.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531071,Information,"host_1","user_30"
"1478035587.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531078,Information,"host_1","user_86"
"1478035855.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531082,Information,"host_1","user_94"
"1478036058.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531087,Information,"host_1","user_22"
"1478036154.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531099,Information,"host_1","user_22"
"1478036173.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531104,Information,"host_1","user_146"
"1478037604.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531122,Information,"host_1","user_53"
"1478038303.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531133,Information,"host_1","user_70"
"1478038630.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531138,Information,"host_1","user_12"
"1478039965.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531163,Information,"host_1","user_70"
"1478040016.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531168,Information,"host_1","user_70"
"1478040139.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531173,Information,"host_1","user_71"
"1478041286.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531183,Information,"host_1","user_71"
"1478042881.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531202,Information,"host_1","user_82"
"1478043872.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531212,Information,"host_1","user_104"
"1478046149.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531227,Information,"host_1","user_16"
"1478046377.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531237,Information,"host_1","user_30"
"1478047495.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531254,Information,"host_1","user_146"
"1478047570.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531260,Information,"host_1","user_104"
"1478048046.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531269,Information,"host_1","user_104"
"1478048420.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531278,Information,"host_1","user_104"
"1478048517.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531291,Information,"host_1","user_146"
"1478049577.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531309,Information,"host_1","user_22"
"1478085096.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531450,Information,"host_1","user_34"
"1478091941.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531475,Information,"host_1","user_39"
"1478102361.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531509,Information,"host_1","user_16"
"1478102466.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531517,Information,"host_1","user_26"
"1478107358.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531539,Information,"host_1","user_146"
"1478107518.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531545,Information,"host_1","user_48"
"1478109528.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531561,Information,"host_1","user_112"
"1478110091.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531570,Information,"host_1","user_146"
"1478110630.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531578,Information,"host_1","user_51"
"1478111984.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531590,Information,"host_1","user_133"
"1478112195.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531596,Information,"host_1","user_26"
"1478112636.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531602,Information,"host_1","user_86"
"1478112881.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531606,Information,"host_1","user_26"
"1478114424.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531632,Information,"host_1","user_26"
"1478117993.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531653,Information,"host_1","user_143"
"1478123120.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531688,Information,"host_1","user_138"
"1478123687.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531696,Information,"host_1","user_26"
"1478124107.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531705,Information,"host_1","user_71"
"1478125091.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531712,Information,"host_1","user_70"
"1478125143.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531719,Information,"host_1","user_71"
"1478125327.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531725,Information,"host_1","user_71"
"1478125527.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531729,Information,"host_1","user_121"
"1478126827.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531737,Information,"host_1","user_51"
"1478127330.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531747,Information,"host_1","user_86"
"1478127815.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531755,Information,"host_1","user_138"
"1478130614.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531773,Information,"host_1","user_48"
"1478130970.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531780,Information,"host_1","user_146"
"1478132250.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531810,Information,"host_1","user_146"
"1478132292.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531820,Information,"host_1","user_30"
"1478165185.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531941,Information,"host_1","user_39"
"1478166172.000",,4624,"Audit Success",User32,10,RemoteInteractive,1531947,Information,"host_1","user_39"
"1478184574.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532011,Information,"host_1","user_100"
"1478188906.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532027,Information,"host_1","user_22"
"1478190427.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532046,Information,"host_1","user_22"
"1478192171.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532062,Information,"host_1","user_114"
"1478193377.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532068,Information,"host_1","user_146"
"1478193783.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532073,Information,"host_1","user_52"
"1478194770.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532084,Information,"host_1","user_51"
"1478196623.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532114,Information,"host_1","user_94"
"1478196711.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532121,Information,"host_1","user_94"
"1478196753.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532126,Information,"host_1","user_51"
"1478196985.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532131,Information,"host_1","user_112"
"1478197163.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532136,Information,"host_1","user_100"
"1478197467.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532143,Information,"host_1","user_106"
"1478197822.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532149,Information,"host_1","user_94"
"1478197916.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532158,Information,"host_1","user_138"
"1478198846.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532165,Information,"host_1","user_94"
"1478199706.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532173,Information,"host_1","user_100"
"1478199936.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532184,Information,"host_1","user_138"
"1478201485.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532197,Information,"host_1","user_143"
"1478203101.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532212,Information,"host_1","user_106"
"1478203384.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532217,Information,"host_1","user_16"
"1478203524.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532221,Information,"host_1","user_94"
"1478204770.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532239,Information,"host_1","user_100"
"1478204845.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532246,Information,"host_1","user_53"
"1478205141.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532260,Information,"host_1","user_51"
"1478205738.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532267,Information,"host_1","user_12"
"1478206499.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532276,Information,"host_1","user_51"
"1478208581.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532302,Information,"host_1","user_71"
"1478211731.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532346,Information,"host_1","user_71"
"1478211859.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532353,Information,"host_1","user_48"
"1478212263.000",,4624,"Audit Success",Advapi,2,Interactive,1532359,Information,"host_1","user_143"
"1478212265.000",,4624,"Audit Success",Advapi,2,Interactive,1532362,Information,"host_1","user_143"
"1478212282.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532367,Information,"host_1","user_143"
"1478214541.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532378,Information,"host_1","user_12"
"1478215361.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532389,Information,"host_1","user_51"
"1478215860.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532398,Information,"host_1","user_146"
"1478216270.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532407,Information,"host_1","user_16"
"1478216426.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532413,Information,"host_1","user_51"
"1478219025.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532433,Information,"host_1","user_22"
"1478219657.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532463,Information,"host_1","user_146"
"1478219715.000",,4624,"Audit Success",User32,10,RemoteInteractive,3286739,Information,"host_23","user_1"
"1478257943.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532597,Information,"host_1","user_39"
"1478272812.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532644,Information,"host_1","user_12"
"1478273319.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532652,Information,"host_1","user_12"
"1478278503.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532671,Information,"host_1","user_16"
"1478279875.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532684,Information,"host_1","user_106"
"1478281494.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532698,Information,"host_1","user_112"
"1478282634.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532702,Information,"host_1","user_52"
"1478282999.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532716,Information,"host_1","user_52"
"1478283271.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532720,Information,"host_1","user_114"
"1478283329.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532723,Information,"host_1","user_71"
"1478286945.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532742,Information,"host_1","user_22"
"1478287257.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532746,Information,"host_1","user_106"
"1478287480.000",,4624,"Audit Success",Advapi,2,Interactive,1023487095,Information,"host_11","user_5"
"1478287490.000",,4624,"Audit Success",User32,10,RemoteInteractive,1023487777,Information,"host_11","user_74"
"1478287753.000",,4624,"Audit Success",User32,10,RemoteInteractive,2628917,Information,"host_25","user_146"
"1478287763.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532762,Information,"host_1","user_22"
"1478288527.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532776,Information,"host_1","user_26"
"1478288581.000",,4624,"Audit Success",User32,10,RemoteInteractive,2710140,Information,"host_26","user_146"
"1478291565.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532794,Information,"host_1","user_52"
"1478294496.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532817,Information,"host_1","user_113"
"1478294653.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532823,Information,"host_1","user_41"
"1478294697.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532827,Information,"host_1","user_106"
"1478296660.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532839,Information,"host_1","user_26"
"1478296784.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532854,Information,"host_1","user_138"
"1478297727.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532861,Information,"host_1","user_122"
"1478299120.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532872,Information,"host_1","user_53"
"1478301116.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532899,Information,"host_1","user_106"
"1478301289.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532905,Information,"host_1","user_16"
"1478301395.000",,4624,"Audit Success",User32,10,RemoteInteractive,1532910,Information,"host_1","user_51"
"1478368657.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533130,Information,"host_1","user_138"
"1478388289.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533231,Information,"host_1","user_138"
"1478536299.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533642,Information,"host_1","user_39"
"1478538419.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533658,Information,"host_1","user_16"
"1478539470.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533672,Information,"host_1","user_26"
"1478540980.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533686,Information,"host_1","user_106"
"1478541061.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533694,Information,"host_1","user_146"
"1478541944.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533705,Information,"host_1","user_52"
"1478542187.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533714,Information,"host_1","user_12"
"1478542270.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533719,Information,"host_1","user_12"
"1478543394.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533730,Information,"host_1","user_138"
"1478544702.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533747,Information,"host_1","user_16"
"1478545904.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533758,Information,"host_1","user_16"
"1478546530.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533763,Information,"host_1","user_138"
"1478548298.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533779,Information,"host_1","user_106"
"1478548504.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533786,Information,"host_1","user_53"
"1478550206.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533804,Information,"host_1","user_104"
"1478550441.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533810,Information,"host_1","user_26"
"1478550711.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533817,Information,"host_1","user_26"
"1478551313.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533826,Information,"host_1","user_48"
"1478551657.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533836,Information,"host_1","user_86"
"1478552591.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533846,Information,"host_1","user_52"
"1478553656.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533862,Information,"host_1","user_16"
"1478554318.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533868,Information,"host_1","user_51"
"1478554509.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533878,Information,"host_1","user_51"
"1478555562.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533887,Information,"host_1","user_12"
"1478558845.000",,4624,"Audit Success",Advapi,2,Interactive,1038333442,Information,"host_11","user_5"
"1478558873.000",,4624,"Audit Success",User32,10,RemoteInteractive,1038335144,Information,"host_11","user_98"
"1478559093.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533911,Information,"host_1","user_138"
"1478559146.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533917,Information,"host_1","user_16"
"1478559521.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533930,Information,"host_1","user_52"
"1478559820.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533938,Information,"host_1","user_41"
"1478559997.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533943,Information,"host_1","user_138"
"1478560631.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533957,Information,"host_1","user_16"
"1478561387.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533965,Information,"host_1","user_104"
"1478561681.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533972,Information,"host_1","user_125"
"1478562021.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533975,Information,"host_1","user_71"
"1478562023.000",,4624,"Audit Success",Advapi,2,Interactive,1038559001,Information,"host_11","user_6"
"1478562025.000",,4624,"Audit Success",User32,10,RemoteInteractive,1038559103,Information,"host_11","user_107"
"1478562119.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533983,Information,"host_1","user_143"
"1478562492.000",,4624,"Audit Success",User32,10,RemoteInteractive,1533994,Information,"host_1","user_63"
"1478563664.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534017,Information,"host_1","user_112"
"1478564521.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534023,Information,"host_1","user_104"
"1478564880.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534030,Information,"host_1","user_22"
"1478565448.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534041,Information,"host_1","user_31"
"1478565942.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534052,Information,"host_1","user_30"
"1478567719.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534074,Information,"host_1","user_22"
"1478568938.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534082,Information,"host_1","user_104"
"1478600338.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534214,Information,"host_1","user_39"
"1478602648.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534226,Information,"host_1","user_39"
"1478623078.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534289,Information,"host_1","user_114"
"1478627649.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534311,Information,"host_1","user_12"
"1478627674.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534314,Information,"host_1","user_143"
"1478627943.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534319,Information,"host_1","user_112"
"1478628565.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534328,Information,"host_1","user_122"
"1478628709.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534332,Information,"host_1","user_52"
"1478628861.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534336,Information,"host_1","user_146"
"1478628967.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534340,Information,"host_1","user_143"
"1478629109.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534349,Information,"host_1","user_26"
"1478633114.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534404,Information,"host_1","user_16"
"1478634570.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534428,Information,"host_1","user_47"
"1478634637.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534433,Information,"host_1","user_71"
"1478636171.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534443,Information,"host_1","user_94"
"1478636703.000",,4624,"Audit Success",User32,10,RemoteInteractive,335235,Information,"host_22","user_47"
"1478637504.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534458,Information,"host_1","user_16"
"1478639105.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534472,Information,"host_1","user_146"
"1478640395.000",,4624,"Audit Success",User32,10,RemoteInteractive,391903,Information,"host_24","user_47"
"1478640670.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534492,Information,"host_1","user_12"
"1478640867.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534501,Information,"host_1","user_30"
"1478642272.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534523,Information,"host_1","user_51"
"1478643851.000",,4624,"Audit Success",User32,10,RemoteInteractive,1534535,Information,"host_1","user_12"
"1478644911.000",,4624,"Audit Success",Advapi,2,Interactive,210328232,Information,"host_2","user_4"
