"_time",app,bytes,"bytes_in","bytes_out","src_ip","dest_ip","dest_port",packets,"packets_in","packets_out",duration,first
"2016-11-02T10:10:58.000-0700",ping,204,102,102,"10.83.36.86","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:10:54.000-0700",ping,102,0,102,"10.83.32.92","185.29.43.200",0,1,0,1,0,185
"2016-11-02T10:10:30.000-0700",ping,204,102,102,"10.83.32.92","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:10:30.000-0700",ping,204,102,102,"10.83.32.96","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:10:32.000-0700",ping,204,102,102,"10.188.214.11","42.42.42.8",0,2,1,1,0,42
"2016-11-02T10:10:31.000-0700",ping,204,102,102,"10.83.32.59","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:10:24.000-0700",ping,200,98,102,"10.83.32.92","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:10:27.000-0700",ping,102,0,102,"10.83.160.194","184.12.54.160",0,1,0,1,0,184
"2016-11-02T10:10:28.000-0700",ping,204,102,102,"10.83.36.69","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:10:26.000-0700",ping,204,102,102,"10.83.160.194","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:10:20.000-0700",ping,204,102,102,"10.83.32.25","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:10:20.000-0700",ping,204,102,102,"10.83.160.214","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:10:20.000-0700",ping,204,102,102,"10.188.214.11","42.42.42.8",0,2,1,1,0,42
"2016-11-02T10:10:15.000-0700",ping,204,102,102,"10.83.36.69","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:10:07.000-0700",ping,204,102,102,"10.83.36.249","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:09:52.000-0700",ping,200,98,102,"10.83.32.127","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:05:48.000-0700",ping,200,98,102,"10.83.160.30","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:05:50.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:05:48.000-0700",ping,204,102,102,"10.83.32.74","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:05:47.000-0700",ping,204,102,102,"10.83.36.174","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:05:43.000-0700",ping,204,102,102,"10.83.36.94","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:05:39.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:04:25.000-0700",ping,200,98,102,"10.83.32.96","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:04:23.000-0700",ping,200,98,102,"10.83.36.186","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:04:17.000-0700",ping,204,102,102,"10.83.160.243","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:04:12.000-0700",ping,200,98,102,"10.83.36.150","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:04:12.000-0700",ping,204,102,102,"10.83.36.94","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:04:11.000-0700",ping,204,102,102,"10.83.36.249","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:04:06.000-0700",ping,204,102,102,"10.83.36.238","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:04:01.000-0700",ping,200,98,102,"10.83.36.201","184.51.102.106",0,2,1,1,0,184
"2016-11-02T10:04:04.000-0700",ping,204,102,102,"10.83.36.215","184.51.102.136",0,2,1,1,0,184
"2016-11-02T10:03:53.000-0700",ping,200,98,102,"10.83.160.15","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:02:33.000-0700",ping,204,102,102,"10.83.32.51","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:02:34.000-0700",ping,204,102,102,"10.83.36.161","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:02:28.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:02:25.000-0700",ping,204,102,102,"10.83.36.249","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:02:22.000-0700",ping,204,102,102,"10.83.32.92","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:02:20.000-0700",ping,204,102,102,"10.83.32.96","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:02:19.000-0700",ping,204,102,102,"10.83.36.2","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:02:19.000-0700",ping,204,102,102,"10.83.32.2","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:02:19.000-0700",ping,228,114,114,"10.11.168.28","185.51.118.230",0,2,1,1,0,185
"2016-11-02T10:01:31.000-0700",ping,204,102,102,"10.83.36.222","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:01:30.000-0700",ping,204,102,102,"10.83.32.32","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:01:29.000-0700",ping,1224,612,612,"10.83.65.110","56.128.183.238",0,12,6,6,0,56
"2016-11-02T10:01:27.000-0700",ping,204,102,102,"10.83.36.93","184.51.102.106",0,2,1,1,0,184
"2016-11-02T10:01:25.000-0700",ping,114,0,114,"10.11.168.28","189.186.237.217",0,1,0,1,0,189
"2016-11-02T10:01:23.000-0700",ping,204,102,102,"10.83.160.63","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:01:17.000-0700",ping,156,78,78,"10.242.191.147","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:01:11.000-0700",ping,204,102,102,"10.83.32.125","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:01:11.000-0700",ping,204,102,102,"10.83.32.123","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:01:09.000-0700",ping,204,102,102,"10.83.160.221","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:01:02.000-0700",ping,200,98,102,"10.83.160.47","186.61.65.103",0,2,1,1,1,186
"2016-11-02T10:01:05.000-0700",ping,204,102,102,"10.83.36.93","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:01:02.000-0700",ping,204,102,102,"10.83.32.25","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:01:02.000-0700",ping,204,102,102,"10.83.36.93","184.51.102.106",0,2,1,1,0,184
"2016-11-02T10:00:57.000-0700",ping,200,98,102,"10.83.36.238","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:00:59.000-0700",ping,228,114,114,"10.11.168.28","136.86.125.116",0,2,1,1,0,136
"2016-11-02T10:00:58.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:00:54.000-0700",ping,200,98,102,"10.83.32.121","56.128.183.228",0,2,1,1,0,56
"2016-11-02T09:55:45.000-0700",ping,200,98,102,"10.83.32.51","56.128.183.228",0,2,1,1,0,56
"2016-11-02T09:55:35.000-0700",ping,200,98,102,"10.83.160.229","185.29.43.200",0,2,1,1,0,185
"2016-11-02T09:51:52.000-0700",ping,200,98,102,"10.83.32.2","160.51.175.200",0,2,1,1,0,160
"2016-11-02T09:51:51.000-0700",ping,200,98,102,"10.83.36.249","56.128.183.228",0,2,1,1,0,56
"2016-11-02T09:51:48.000-0700",ping,200,98,102,"10.83.160.173","184.12.54.186",0,2,1,1,0,184
"2016-11-02T09:51:41.000-0700",ping,200,98,102,"10.83.32.125","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:39:12.000-0700",ping,200,98,102,"10.83.36.161","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:39:12.000-0700",ping,204,102,102,"10.83.36.230","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:39:09.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T11:39:08.000-0700",ping,228,114,114,"10.11.168.28","136.86.125.116",0,2,1,1,0,136
"2016-11-02T11:39:07.000-0700",ping,204,102,102,"10.83.36.186","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:39:01.000-0700",ping,204,102,102,"10.83.36.238","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:39:01.000-0700",ping,204,102,102,"10.83.160.30","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:34:56.000-0700",ping,204,102,102,"10.83.36.230","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:34:51.000-0700",ping,200,98,102,"10.83.160.173","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:34:52.000-0700",ping,204,102,102,"10.83.32.94","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:34:51.000-0700",ping,204,102,102,"10.188.214.11","42.42.42.8",0,2,1,1,0,42
"2016-11-02T11:34:48.000-0700",ping,204,102,102,"10.83.36.230","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:34:43.000-0700",ping,204,102,102,"10.83.32.125","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:34:39.000-0700",ping,200,98,102,"10.83.36.222","68.156.5.49",0,2,1,1,0,68
"2016-11-02T11:34:39.000-0700",ping,204,102,102,"10.83.160.86","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:34:37.000-0700",ping,204,102,102,"10.83.160.214","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:34:33.000-0700",ping,204,102,102,"10.83.32.125","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:34:32.000-0700",ping,204,102,102,"10.83.32.59","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:34:30.000-0700",ping,204,102,102,"10.83.32.125","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:34:28.000-0700",ping,204,102,102,"10.83.36.150","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:34:23.000-0700",ping,204,102,102,"10.83.36.230","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:32:58.000-0700",ping,200,98,102,"10.83.160.15","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:32:57.000-0700",ping,200,98,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T11:32:52.000-0700",ping,200,98,102,"10.83.36.93","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:32:59.000-0700",ping,204,102,102,"10.83.36.150","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:32:57.000-0700",ping,64,0,64,"10.118.84.152","62.165.91.192",0,1,0,1,0,62
"2016-11-02T11:32:55.000-0700",ping,204,102,102,"10.83.32.127","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:32:52.000-0700",ping,204,102,102,"10.83.32.59","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:32:43.000-0700",ping,200,98,102,"10.83.36.238","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:32:47.000-0700",ping,204,102,102,"10.83.160.128","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:32:47.000-0700",ping,204,102,102,"10.83.32.96","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:32:37.000-0700",ping,200,98,102,"10.83.160.194","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:32:40.000-0700",ping,102,0,102,"10.83.36.222","185.29.43.200",0,1,0,1,0,185
"2016-11-02T11:32:28.000-0700",ping,200,98,102,"10.83.160.15","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:32:27.000-0700",ping,200,98,102,"10.83.160.86","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:28:04.000-0700",ping,204,102,102,"10.83.160.47","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:28:04.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T11:28:02.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T11:28:01.000-0700",ping,204,102,102,"10.188.214.11","42.42.42.8",0,2,1,1,0,42
"2016-11-02T11:27:56.000-0700",ping,200,98,102,"10.83.160.173","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:27:55.000-0700",ping,200,98,102,"10.83.36.174","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:27:54.000-0700",ping,200,98,102,"10.83.36.238","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:27:58.000-0700",ping,204,102,102,"10.83.160.55","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:27:59.000-0700",ping,228,114,114,"10.11.168.28","136.86.125.116",0,2,1,1,0,136
"2016-11-02T11:27:52.000-0700",ping,200,98,102,"10.83.36.230","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:27:51.000-0700",ping,200,98,102,"10.83.32.74","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:27:50.000-0700",ping,200,98,102,"10.83.160.63","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:27:53.000-0700",ping,204,102,102,"10.83.160.116","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:27:52.000-0700",ping,204,102,102,"10.83.36.69","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:27:50.000-0700",ping,204,102,102,"10.83.160.86","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:27:44.000-0700",ping,200,98,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T11:27:40.000-0700",ping,200,98,102,"10.83.32.44","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:26:42.000-0700",ping,200,98,102,"10.83.160.143","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:26:40.000-0700",ping,200,98,102,"10.83.32.59","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:26:35.000-0700",ping,200,98,102,"10.83.32.32","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:26:30.000-0700",ping,200,98,102,"10.83.160.243","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:26:23.000-0700",ping,200,98,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T11:26:04.000-0700",ping,200,98,102,"10.83.32.32","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:26:04.000-0700",ping,200,98,102,"10.83.160.229","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:19:26.000-0700",ping,204,102,102,"10.83.32.2","68.156.5.58",0,2,1,1,0,68
"2016-11-02T11:19:24.000-0700",ping,204,102,102,"10.83.32.92","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:19:12.000-0700",ping,200,98,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T11:19:09.000-0700",ping,200,98,102,"10.83.160.47","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:12:40.000-0700",ping,200,98,102,"10.83.160.15","139.68.67.40",0,2,1,1,0,139
"2016-11-02T11:12:43.000-0700",ping,81,0,81,"10.11.168.81","136.98.109.31",0,1,0,1,0,136
"2016-11-02T11:12:42.000-0700",ping,204,102,102,"10.83.160.30","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:12:36.000-0700",ping,200,98,102,"10.83.32.92","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:12:33.000-0700",ping,200,98,102,"10.83.160.135","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:12:36.000-0700",ping,204,102,102,"10.83.36.71","160.51.175.200",0,2,1,1,0,160
"2016-11-02T11:12:36.000-0700",ping,204,102,102,"10.188.214.11","42.42.42.8",0,2,1,1,0,42
"2016-11-02T11:12:35.000-0700",ping,81,0,81,"10.11.168.81","136.98.109.35",0,1,0,1,0,136
"2016-11-02T11:12:35.000-0700",ping,81,0,81,"10.11.168.81","136.98.109.11",0,1,0,1,0,136
"2016-11-02T11:12:35.000-0700",ping,81,0,81,"10.11.168.81","136.98.109.38",0,1,0,1,0,136
"2016-11-02T11:11:05.000-0700",ping,204,102,102,"10.83.36.69","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:11:02.000-0700",ping,204,102,102,"10.83.36.222","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:11:01.000-0700",ping,204,102,102,"10.83.32.51","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:10:59.000-0700",ping,204,102,102,"10.83.160.47","192.14.168.57",0,2,1,1,0,192
"2016-11-02T11:10:59.000-0700",ping,204,102,102,"10.83.32.132","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:10:55.000-0700",ping,204,102,102,"10.83.36.160","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:03:31.000-0700",ping,204,102,102,"10.83.160.86","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:03:31.000-0700",ping,81,0,81,"10.11.168.81","185.64.254.199",0,1,0,1,0,185
"2016-11-02T11:03:24.000-0700",ping,200,98,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T11:03:23.000-0700",ping,200,98,102,"10.83.36.230","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:03:26.000-0700",ping,204,102,102,"10.83.36.238","184.12.54.186",0,2,1,1,0,184
"2016-11-02T11:03:18.000-0700",ping,204,102,102,"10.83.160.143","184.12.54.160",0,2,1,1,0,184
"2016-11-02T11:03:17.000-0700",ping,204,102,102,"10.83.160.229","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:03:16.000-0700",ping,81,0,81,"10.11.168.81","185.64.254.152",0,1,0,1,0,185
"2016-11-02T11:03:15.000-0700",ping,204,102,102,"10.83.160.194","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:03:15.000-0700",ping,204,102,102,"10.83.36.69","185.29.43.200",0,2,1,1,0,185
"2016-11-02T11:01:42.000-0700",ping,200,98,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T11:00:33.000-0700",ping,204,102,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T11:00:28.000-0700",ping,204,102,102,"10.83.160.143","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:00:21.000-0700",ping,204,102,102,"10.83.32.92","56.128.183.228",0,2,1,1,0,56
"2016-11-02T11:00:17.000-0700",ping,204,102,102,"10.83.32.51","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:59:23.000-0700",ping,204,102,102,"10.83.160.221","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:59:19.000-0700",ping,204,102,102,"10.83.36.201","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:57:06.000-0700",ping,200,98,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:57:07.000-0700",ping,204,102,102,"10.83.160.194","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:57:03.000-0700",ping,204,102,102,"10.83.36.71","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:57:03.000-0700",ping,204,102,102,"10.83.32.25","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:56:58.000-0700",ping,200,98,102,"10.83.32.123","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:56:59.000-0700",ping,228,114,114,"10.11.168.28","136.86.125.116",0,2,1,1,0,136
"2016-11-02T10:55:31.000-0700",ping,200,98,102,"10.83.36.249","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:55:35.000-0700",ping,204,102,102,"10.83.32.127","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:51:16.000-0700",ping,204,102,102,"10.83.36.230","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:51:12.000-0700",ping,200,98,102,"10.83.160.229","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:51:09.000-0700",ping,200,98,102,"10.83.160.37","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:51:06.000-0700",ping,200,98,102,"10.83.32.125","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:51:02.000-0700",ping,204,102,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T10:50:55.000-0700",ping,200,98,102,"10.83.160.15","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:50:59.000-0700",ping,228,114,114,"10.11.168.28","136.86.125.116",0,2,1,1,0,136
"2016-11-02T10:49:04.000-0700",ping,204,102,102,"10.83.160.202","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:49:03.000-0700",ping,204,102,102,"10.83.160.86","184.51.102.106",0,2,1,1,0,184
"2016-11-02T10:49:02.000-0700",ping,204,102,102,"10.83.36.86","60.52.65.122",0,2,1,1,0,60
"2016-11-02T10:48:59.000-0700",ping,204,102,102,"10.83.36.215","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:49:00.000-0700",ping,204,102,102,"10.83.36.222","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:48:54.000-0700",ping,204,102,102,"10.83.36.150","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:48:53.000-0700",ping,204,102,102,"10.83.32.25","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:48:48.000-0700",ping,204,102,102,"10.83.32.116","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:48:46.000-0700",ping,204,102,102,"10.83.32.51","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:48:44.000-0700",ping,204,102,102,"10.83.160.135","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:48:10.000-0700",ping,204,102,102,"10.83.36.201","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:48:03.000-0700",ping,204,102,102,"10.83.36.69","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:48:02.000-0700",ping,204,102,102,"10.83.32.127","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:46:39.000-0700",ping,204,102,102,"10.83.36.69","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:40:57.000-0700",ping,200,98,102,"10.83.160.30","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:40:54.000-0700",ping,200,98,102,"10.83.160.30","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:40:39.000-0700",ping,200,98,102,"10.83.160.77","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:38:59.000-0700",ping,204,102,102,"10.83.160.77","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:39:01.000-0700",ping,204,102,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T10:38:55.000-0700",ping,204,102,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T10:38:54.000-0700",ping,204,102,102,"10.83.32.51","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:38:52.000-0700",ping,204,102,102,"10.83.160.229","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:38:51.000-0700",ping,138,69,69,"10.11.168.81","126.3.168.102",0,2,1,1,0,126
"2016-11-02T10:38:51.000-0700",ping,204,102,102,"10.83.36.86","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:38:50.000-0700",ping,204,102,102,"10.83.36.161","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:38:47.000-0700",ping,204,102,102,"10.83.36.186","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:36:19.000-0700",ping,200,98,102,"10.83.32.2","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:36:17.000-0700",ping,204,102,102,"10.83.36.193","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:35:50.000-0700",ping,204,102,102,"10.83.160.116","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:35:45.000-0700",ping,204,102,102,"10.188.214.11","42.42.42.8",0,2,1,1,0,42
"2016-11-02T10:35:42.000-0700",ping,204,102,102,"10.83.36.193","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:35:40.000-0700",ping,204,102,102,"10.83.160.30","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:35:39.000-0700",ping,204,102,102,"10.83.32.44","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:35:33.000-0700",ping,204,102,102,"10.83.32.127","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:35:32.000-0700",ping,204,102,102,"10.83.160.15","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:35:28.000-0700",ping,204,102,102,"10.83.36.193","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:35:27.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:35:24.000-0700",ping,204,102,102,"10.83.32.32","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:27:58.000-0700",ping,204,102,102,"10.83.65.110","56.128.183.238",0,2,1,1,0,56
"2016-11-02T10:27:57.000-0700",ping,204,102,102,"10.83.36.215","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:27:54.000-0700",ping,204,102,102,"10.83.160.221","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:27:54.000-0700",ping,204,102,102,"10.83.32.121","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:27:53.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:27:51.000-0700",ping,204,102,102,"10.83.160.30","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:27:50.000-0700",ping,204,102,102,"10.83.36.201","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:25:26.000-0700",ping,204,102,102,"10.83.160.202","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:25:23.000-0700",ping,204,102,102,"10.83.84.236","56.128.39.100",0,2,1,1,0,56
"2016-11-02T10:25:20.000-0700",ping,204,102,102,"10.83.160.202","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:25:19.000-0700",ping,204,102,102,"10.83.32.59","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:25:11.000-0700",ping,200,98,102,"10.83.32.2","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:25:13.000-0700",ping,204,102,102,"10.83.36.186","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:25:10.000-0700",ping,204,102,102,"10.83.36.193","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:25:00.000-0700",ping,204,102,102,"10.83.160.163","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:25:00.000-0700",ping,204,102,102,"10.83.160.63","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:24:57.000-0700",ping,204,102,102,"10.83.32.74","184.51.102.136",0,2,1,1,0,184
"2016-11-02T10:24:57.000-0700",ping,204,102,102,"10.83.36.69","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:24:58.000-0700",ping,204,102,102,"10.83.36.238","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:24:56.000-0700",ping,204,102,102,"10.83.160.229","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:24:50.000-0700",ping,204,102,102,"10.83.36.193","56.128.183.228",0,2,1,1,0,56
"2016-11-02T10:24:11.000-0700",ping,200,98,102,"10.83.160.143","184.12.54.186",0,2,1,1,0,184
"2016-11-02T10:24:06.000-0700",ping,204,102,102,"10.83.160.128","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:24:08.000-0700",ping,204,102,102,"10.83.160.77","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:23:57.000-0700",ping,200,98,102,"10.83.160.128","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:23:53.000-0700",ping,204,102,102,"10.83.36.174","184.12.54.160",0,2,1,1,0,184
"2016-11-02T10:20:48.000-0700",ping,204,102,102,"10.83.160.128","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:20:49.000-0700",ping,204,102,102,"10.83.160.194","185.29.43.200",0,2,1,1,0,185
"2016-11-02T10:20:48.000-0700",ping,204,102,102,"10.83.32.132","160.51.175.200",0,2,1,1,0,160
"2016-11-02T10:20:48.000-0700",ping,228,114,114,"10.11.168.28","185.51.118.22",0,2,1,1,0,185
