"Account_Domain","Account_Name","Authentication_Package",EventCode,"Key_Length","Logon_Process","Logon_Type","New_Logon_Security_ID","Subject_Security_ID",Type,"_time"
SUBSIDIARY1,"hinmdbh_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\hinmdbh_jnkmcac","NULL SID",Information,"1457103955.000"
SUBSIDIARY1,"hknmoje_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\hknmoje_jnkmcac","NULL SID",Information,"1457103987.000"
SUBSIDIARY1,"nmhkfd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nmhkfd_jnkmcac","NULL SID",Information,"1457104000.000"
SUBSIDIARY1,"nmhkfd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nmhkfd_jnkmcac","NULL SID",Information,"1457104000.000"
SUBSIDIARY1,"oomhokc_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\oomhokc_jnkmcac","NULL SID",Information,"1457104073.000"
MYDOMAIN,"fnf_pem",NTLM,4624,128,NtLmSsp,3,"MYDOMAIN\fnf_pem","NULL SID",Information,"1457104093.000"
SUBSIDIARY1,"ndnoede_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ndnoede_jnkmcac","NULL SID",Information,"1457104162.000"
SUBSIDIARY1,"poi_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\poi_jnkmcac","NULL SID",Information,"1457104177.000"
SUBSIDIARY1,"oqepjoje_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\oqepjoje_jnkmcac","NULL SID",Information,"1457104280.000"
SUBSIDIARY1,"oqepjoje_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\oqepjoje_jnkmcac","NULL SID",Information,"1457104280.000"
SUBSIDIARY1,"caapjai_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\caapjai_jnkmcac","NULL SID",Information,"1457104282.000"
SUBSIDIARY1,"caapjai_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\caapjai_jnkmcac","NULL SID",Information,"1457104282.000"
SUBSIDIARY1,"hnbch_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\hnbch_jnkmcac","NULL SID",Information,"1457104298.000"
SUBSIDIARY1,"dhmammlf_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dhmammlf_jnkmcac","NULL SID",Information,"1457104317.000"
SUBSIDIARY1,"qledja_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\qledja_jnkmcac","NULL SID",Information,"1457104332.000"
SUBSIDIARY1,"fhmekkaad_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fhmekkaad_jnkmcac","NULL SID",Information,"1457104564.000"
SUBSIDIARY1,"kcnei_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\kcnei_jnkmcac","NULL SID",Information,"1457104594.000"
SUBSIDIARY1,"bncdei_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bncdei_jnkmcac","NULL SID",Information,"1457104605.000"
SUBSIDIARY1,"bncdei_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bncdei_jnkmcac","NULL SID",Information,"1457104605.000"
SUBSIDIARY1,"bldml_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bldml_jnkmcac","NULL SID",Information,"1457104620.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457104623.000"
SUBSIDIARY1,"ifkif_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ifkif_jnkmcac","NULL SID",Information,"1457104651.000"
SUBSIDIARY1,"onqcoh_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\onqcoh_jnkmcac","NULL SID",Information,"1457104677.000"
SUBSIDIARY1,"kfhepb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\kfhepb_jnkmcac","NULL SID",Information,"1457104698.000"
SUBSIDIARY1,"cdcenok_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\cdcenok_jnkmcac","NULL SID",Information,"1457104742.000"
SUBSIDIARY1,"cjmohhkak_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\cjmohhkak_jnkmcac","NULL SID",Information,"1457104858.000"
SUBSIDIARY1,"ladqmeom_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ladqmeom_jnkmcac","NULL SID",Information,"1457104958.000"
SUBSIDIARY1,"jijebham_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\jijebham_jnkmcac","NULL SID",Information,"1457105069.000"
SUBSIDIARY1,"ihcmknai_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ihcmknai_jnkmcac","NULL SID",Information,"1457105082.000"
SUBSIDIARY1,"oapico_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\oapico_jnkmcac","NULL SID",Information,"1457105146.000"
SUBSIDIARY1,"iqpmflfidj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\iqpmflfidj_jnkmcac","NULL SID",Information,"1457105217.000"
SUBSIDIARY1,"ndeof_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ndeof_jnkmcac","NULL SID",Information,"1457105233.000"
SUBSIDIARY1,"ofl_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ofl_jnkmcac","NULL SID",Information,"1457105257.000"
SUBSIDIARY1,"dphb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dphb_jnkmcac","NULL SID",Information,"1457105260.000"
SUBSIDIARY1,"dphb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dphb_jnkmcac","NULL SID",Information,"1457105260.000"
SUBSIDIARY1,"fhflombo_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fhflombo_jnkmcac","NULL SID",Information,"1457105318.000"
SUBSIDIARY1,"dbjdiafpo_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dbjdiafpo_jnkmcac","NULL SID",Information,"1457105319.000"
SUBSIDIARY1,"cljlpfnqdi_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\cljlpfnqdi_jnkmcac","NULL SID",Information,"1457105420.000"
SUBSIDIARY1,"oaklefbfda_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\oaklefbfda_jnkmcac","NULL SID",Information,"1457105527.000"
SUBSIDIARY1,"akccnap_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\akccnap_jnkmcac","NULL SID",Information,"1457105537.000"
SUBSIDIARY1,"nfmbooc_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nfmbooc_jnkmcac","NULL SID",Information,"1457105572.000"
SUBSIDIARY1,"nlendjq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nlendjq_jnkmcac","NULL SID",Information,"1457105580.000"
SUBSIDIARY1,"eoodmqd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\eoodmqd_jnkmcac","NULL SID",Information,"1457105651.000"
SUBSIDIARY1,"dpbpnik_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\dpbpnik_jnkmcac","NULL SID",Information,"1457105718.000"
SUBSIDIARY1,"npihbdfmqoec_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\npihbdfmqoec_jnkmcac","NULL SID",Information,"1457105745.000"
SUBSIDIARY1,"caapjai_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\caapjai_jnkmcac","NULL SID",Information,"1457105772.000"
SUBSIDIARY1,"eoodmqd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\eoodmqd_jnkmcac","NULL SID",Information,"1457105813.000"
SUBSIDIARY1,"pmocm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\pmocm_jnkmcac","NULL SID",Information,"1457105951.000"
SUBSIDIARY1,"foibhq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\foibhq_jnkmcac","NULL SID",Information,"1457105988.000"
SUBSIDIARY1,"homjap_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\homjap_jnkmcac","NULL SID",Information,"1457106004.000"
SUBSIDIARY1,"fkahii_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fkahii_jnkmcac","NULL SID",Information,"1457106031.000"
SUBSIDIARY1,"qnfj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\qnfj_jnkmcac","NULL SID",Information,"1457106089.000"
SUBSIDIARY1,"odiaqnpn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\odiaqnpn_jnkmcac","NULL SID",Information,"1457106096.000"
SUBSIDIARY1,"mlnjnq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mlnjnq_jnkmcac","NULL SID",Information,"1457106101.000"
SUBSIDIARY1,"konlobnhk_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\konlobnhk_jnkmcac","NULL SID",Information,"1457106123.000"
SUBSIDIARY1,"bqqkaf_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\bqqkaf_jnkmcac","NULL SID",Information,"1457106142.000"
SUBSIDIARY1,"pkejm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\pkejm_jnkmcac","NULL SID",Information,"1457106324.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457106340.000"
SUBSIDIARY1,"odiaqnpn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\odiaqnpn_jnkmcac","NULL SID",Information,"1457106375.000"
SUBSIDIARY1,"mcnnpe_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mcnnpe_jnkmcac","NULL SID",Information,"1457106405.000"
SUBSIDIARY1,"jpfmmdh_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\jpfmmdh_jnkmcac","NULL SID",Information,"1457106425.000"
SUBSIDIARY1,"aepkobj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\aepkobj_jnkmcac","NULL SID",Information,"1457106447.000"
SUBSIDIARY1,"mmbfkomcd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mmbfkomcd_jnkmcac","NULL SID",Information,"1457106462.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457106514.000"
SUBSIDIARY1,"bpdkm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bpdkm_jnkmcac","NULL SID",Information,"1457106579.000"
SUBSIDIARY1,"apadakbbji_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\apadakbbji_jnkmcac","NULL SID",Information,"1457106594.000"
SUBSIDIARY1,"lb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\lb_jnkmcac","NULL SID",Information,"1457106619.000"
SUBSIDIARY1,"lb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\lb_jnkmcac","NULL SID",Information,"1457106619.000"
SUBSIDIARY1,"lhbfnfl_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\lhbfnfl_jnkmcac","NULL SID",Information,"1457106646.000"
SUBSIDIARY1,"heicppdok_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\heicppdok_jnkmcac","NULL SID",Information,"1457106687.000"
SUBSIDIARY1,"jlnpei_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\jlnpei_jnkmcac","NULL SID",Information,"1457106767.000"
SUBSIDIARY1,"jlnpei_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\jlnpei_jnkmcac","NULL SID",Information,"1457106767.000"
SUBSIDIARY1,"fbqeqmjol-oq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fbqeqmjol-oq_jnkmcac","NULL SID",Information,"1457106789.000"
SUBSIDIARY1,"knmaq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\knmaq_jnkmcac","NULL SID",Information,"1457106831.000"
SUBSIDIARY1,"apbelni_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\apbelni_jnkmcac","NULL SID",Information,"1457106847.000"
SUBSIDIARY3,"ifmmea-bc-oq$",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY3\ifmmea-bc-oq$","NULL SID",Information,"1457106860.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457106890.000"
SUBSIDIARY1,"nmilqnqn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nmilqnqn_jnkmcac","NULL SID",Information,"1457107027.000"
SUBSIDIARY1,"ndkaclc_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ndkaclc_jnkmcac","NULL SID",Information,"1457107138.000"
SUBSIDIARY1,"dhmammlf_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dhmammlf_jnkmcac","NULL SID",Information,"1457107146.000"
SUBSIDIARY1,"iplbopjb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\iplbopjb_jnkmcac","NULL SID",Information,"1457107150.000"
SUBSIDIARY1,"nffjobin_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nffjobin_jnkmcac","NULL SID",Information,"1457107160.000"
SUBSIDIARY1,"fejap_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fejap_jnkmcac","NULL SID",Information,"1457107193.000"
SUBSIDIARY1,"ikbbem_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ikbbem_jnkmcac","NULL SID",Information,"1457107245.000"
SUBSIDIARY1,"fekjdalea_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fekjdalea_jnkmcac","NULL SID",Information,"1457107248.000"
SUBSIDIARY1,"qqbkkh_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\qqbkkh_jnkmcac","NULL SID",Information,"1457107273.000"
SUBSIDIARY1,"dadklq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dadklq_jnkmcac","NULL SID",Information,"1457107526.000"
SUBSIDIARY1,"qeicbpan_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\qeicbpan_jnkmcac","NULL SID",Information,"1457107532.000"
SUBSIDIARY1,"cnplpdd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\cnplpdd_jnkmcac","NULL SID",Information,"1457107646.000"
SUBSIDIARY1,"klicj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\klicj_jnkmcac","NULL SID",Information,"1457107709.000"
SUBSIDIARY1,"klicj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\klicj_jnkmcac","NULL SID",Information,"1457107709.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457107750.000"
SUBSIDIARY1,"nmfmfbjj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nmfmfbjj_jnkmcac","NULL SID",Information,"1457107896.000"
SUBSIDIARY1,"ibbpcn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ibbpcn_jnkmcac","NULL SID",Information,"1457107962.000"
SUBSIDIARY1,"naadfkjoqol_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\naadfkjoqol_jnkmcac","NULL SID",Information,"1457107969.000"
SUBSIDIARY1,"mcjeoimm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mcjeoimm_jnkmcac","NULL SID",Information,"1457108017.000"
SUBSIDIARY1,"efnncf_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\efnncf_jnkmcac","NULL SID",Information,"1457108042.000"
SUBSIDIARY1,"mfhcp_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mfhcp_jnkmcac","NULL SID",Information,"1457108101.000"
SUBSIDIARY1,"dkhkl_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dkhkl_jnkmcac","NULL SID",Information,"1457108148.000"
MYDOMAIN,"fnf_pem",NTLM,4624,128,NtLmSsp,3,"MYDOMAIN\fnf_pem","NULL SID",Information,"1457108159.000"
MYDOMAIN,"fnf_pem",NTLM,4624,128,NtLmSsp,3,"MYDOMAIN\fnf_pem","NULL SID",Information,"1457108159.000"
SUBSIDIARY1,"oaiehdpj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\oaiehdpj_jnkmcac","NULL SID",Information,"1457108292.000"
SUBSIDIARY1,"qcjq_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\qcjq_jnkmcac","NULL SID",Information,"1457108314.000"
SUBSIDIARY1,"fnqqhqp_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fnqqhqp_jnkmcac","NULL SID",Information,"1457108357.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457108651.000"
SUBSIDIARY1,"hkcqbbm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\hkcqbbm_jnkmcac","NULL SID",Information,"1457108695.000"
SUBSIDIARY1,"fembpcibfm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fembpcibfm_jnkmcac","NULL SID",Information,"1457108799.000"
SUBSIDIARY1,"bldml_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bldml_jnkmcac","NULL SID",Information,"1457109004.000"
SUBSIDIARY1,"dnbpaek_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dnbpaek_jnkmcac","NULL SID",Information,"1457109082.000"
SUBSIDIARY1,"oaiehdpj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\oaiehdpj_jnkmcac","NULL SID",Information,"1457109123.000"
SUBSIDIARY1,"kkafiqc_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\kkafiqc_jnkmcac","NULL SID",Information,"1457109145.000"
SUBSIDIARY1,"bfjdomq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bfjdomq_jnkmcac","NULL SID",Information,"1457109197.000"
SUBSIDIARY1,"dkpcppm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dkpcppm_jnkmcac","NULL SID",Information,"1457109250.000"
SUBSIDIARY1,"kajmmknknab_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\kajmmknknab_jnkmcac","NULL SID",Information,"1457109363.000"
SUBSIDIARY1,"fojnkhdep_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fojnkhdep_jnkmcac","NULL SID",Information,"1457109455.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457109584.000"
SUBSIDIARY1,"cmcpqe_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\cmcpqe_jnkmcac","NULL SID",Information,"1457109612.000"
SUBSIDIARY1,"ahqcdpbbd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ahqcdpbbd_jnkmcac","NULL SID",Information,"1457109687.000"
SUBSIDIARY1,"fbqeqmjol-oq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fbqeqmjol-oq_jnkmcac","NULL SID",Information,"1457109813.000"
SUBSIDIARY1,"oapico_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\oapico_jnkmcac","NULL SID",Information,"1457109855.000"
SUBSIDIARY1,"hqfncjnaocj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\hqfncjnaocj_jnkmcac","NULL SID",Information,"1457109856.000"
SUBSIDIARY1,"lbcllllfo_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\lbcllllfo_jnkmcac","NULL SID",Information,"1457109939.000"
SUBSIDIARY1,"kafjmepn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\kafjmepn_jnkmcac","NULL SID",Information,"1457109969.000"
SUBSIDIARY1,"lb_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\lb_jnkmcac","NULL SID",Information,"1457110147.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457110161.000"
SUBSIDIARY1,"fpnhdcbnh_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\fpnhdcbnh_jnkmcac","NULL SID",Information,"1457110182.000"
SUBSIDIARY1,"kepfckjibj_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\kepfckjibj_jnkmcac","NULL SID",Information,"1457110326.000"
SUBSIDIARY1,"bflc_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\bflc_jnkmcac","NULL SID",Information,"1457110377.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457110386.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457110445.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457110478.000"
SUBSIDIARY1,"naadfkjoqol_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\naadfkjoqol_jnkmcac","NULL SID",Information,"1457110609.000"
SUBSIDIARY1,"iadofhljna_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\iadofhljna_jnkmcac","NULL SID",Information,"1457110668.000"
SUBSIDIARY1,"qpnidf_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\qpnidf_jnkmcac","NULL SID",Information,"1457110720.000"
SUBSIDIARY1,"jlnpei_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\jlnpei_jnkmcac","NULL SID",Information,"1457110816.000"
SUBSIDIARY1,"aaeefdn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\aaeefdn_jnkmcac","NULL SID",Information,"1457110837.000"
SUBSIDIARY1,"qmdhnl_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\qmdhnl_jnkmcac","NULL SID",Information,"1457110878.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457111167.000"
SUBSIDIARY1,"amojiphjd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\amojiphjd_jnkmcac","NULL SID",Information,"1457111195.000"
SUBSIDIARY1,"mcnnpe_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mcnnpe_jnkmcac","NULL SID",Information,"1457111233.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457111277.000"
SUBSIDIARY1,"cicfnqcji_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\cicfnqcji_jnkmcac","NULL SID",Information,"1457111332.000"
SUBSIDIARY1,"nfmjnlee_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nfmjnlee_jnkmcac","NULL SID",Information,"1457111333.000"
SUBSIDIARY1,"nfmjnlee_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\nfmjnlee_jnkmcac","NULL SID",Information,"1457111428.000"
SUBSIDIARY1,"majpfqdmm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\majpfqdmm_jnkmcac","NULL SID",Information,"1457111437.000"
SUBSIDIARY1,"odiaqnpn_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\odiaqnpn_jnkmcac","NULL SID",Information,"1457111440.000"
SUBSIDIARY1,"eoodmqd_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\eoodmqd_jnkmcac","NULL SID",Information,"1457111441.000"
SUBSIDIARY1,"emnm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\emnm_jnkmcac","NULL SID",Information,"1457111518.000"
SUBSIDIARY1,"emnm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\emnm_jnkmcac","NULL SID",Information,"1457111518.000"
SUBSIDIARY1,"fnf_lknmd_qo_jnkmcac",NTLM,4624,128,NtLmSsp,3,"SUBSIDIARY1\fnf_lknmd_qo_jnkmcac","NULL SID",Information,"1457111776.000"
SUBSIDIARY1,"moikpfmnqa_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\moikpfmnqa_jnkmcac","NULL SID",Information,"1457111867.000"
SUBSIDIARY1,"lfdqoa_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\lfdqoa_jnkmcac","NULL SID",Information,"1457112065.000"
SUBSIDIARY1,"mcjeoimm_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\mcjeoimm_jnkmcac","NULL SID",Information,"1457112100.000"
SUBSIDIARY1,"dbop_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\dbop_jnkmcac","NULL SID",Information,"1457112181.000"
SUBSIDIARY1,"ahdfq_jnkmcac",NTLM,4624,0,NtLmSsp,3,"SUBSIDIARY1\ahdfq_jnkmcac","NULL SID",Information,"1457112215.000"
