"_time",url,user
1523923300,"https://confluence.splunk.com/display/Space4/PRODUCT2+XXXXXXXX+XXX+PARTNER3+XXXXX+XXXX",chuck
1524152339,"https://confluence.splunk.com/display/Space4/CODEWORD06+-+XXX+XXXXXXXXXX",chuck
1524232417,"https://confluence.splunk.com/display/Space4/CODEWORD06+-+XXX+XXXXXXXXXX",chuck
1524421444,"https://confluence.splunk.com/dosearchsite.action?queryString=PRODUCT4",bob
1524421506,"https://confluence.splunk.com/display/Space3/PARTNER3+PRODUCT4",bob
1524421552,"https://confluence.splunk.com/dosearchsite.action?queryString=PARTNER3+XXXXXXX",bob
1524421570,"https://confluence.splunk.com/dosearchsite.action?queryString=PARTNER3+XXXXXXXXX+XXXXXXXXXX",bob
1524421573,"https://confluence.splunk.com/display/Space2/PARTNER3%21+XXXXXX+XXXXXXXXXX",bob
1524590685,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXX+XX+XXXXXXXX",alice
1524658530,"https://confluence.splunk.com/display/~user5/XX+XXXXXXXXX",chuck
1524672336,"https://confluence.splunk.com/display/~user1/PRODUCT7+XXXX+XXXX+XXXXXXXX+-+XXXXXXXXXXXX",alice
1524755795,"https://confluence.splunk.com/dosearchsite.action?queryString=polls",chuck
1524755804,"https://confluence.splunk.com/dosearchsite.action?queryString=polls.mycompany.local",chuck
1524782576,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+Education",chuck
1524863780,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXX+XX+XXXXXXXX",chuck
1525273928,"https://confluence.splunk.com/display/~user6/XXXXXXX+CODEWORD1+-+AR+XXXXX",bob
1525294886,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXX+XX+XXXXXXXX",bob
1525297600,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXX+Call+-+2016-05-27",alice
1525297615,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXXXXXXXXXXXXX+Call+-+05.20.2015",alice
1525297623,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXXXXXXXXXXXXX+Call+-+03.27.2015",alice
1525297639,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXXXXXXXXXXXXX+Call+-+03.02.2015",alice
1525297646,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXXXXXXXXXXXXX+Call+-+02.13.2015",alice
1525297654,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXXXXXXXXXXXXX+Call+-+01.30.2015",alice
1525297661,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXXXXXXXXXXXXX+Call+-+01.09.2015",alice
1525300408,"https://confluence.splunk.com/display/Space4/PRODUCT7+XXXXX+XXXXXXXXX+XXXXXXXXXX",alice
1525450362,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD02",chuck
1525450364,"https://confluence.splunk.com/display/Space1/XXXXXXX+CODEWORD02",chuck
1525487233,"https://confluence.splunk.com/display/~user6/XXXXXXXXXX+XXXXXXXX",bob
1525700771,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD03",chuck
1525700774,"https://confluence.splunk.com/display/~user9/CODEWORD03+XXXXX+XXXXXXX+XXXXXXXXXXXX+XXXXXXXXXXXXX+and+XXXXXXXXX+Test+XXXXXX",chuck
1525700827,"https://confluence.splunk.com/display/~user9/",chuck
1525700856,"https://confluence.splunk.com/display/Space4/XXXXXXXXX+for+XXXXX+XXXXXXX",chuck
1525700885,"https://confluence.splunk.com/display/Space4/XXXX+XXXXXX+XXXXXX+XXXXXXX",chuck
1525700963,"https://confluence.splunk.com/display/~user7/XXXXXXXXX+CODEWORD03+Deployment",chuck
1525721566,"https://confluence.splunk.com/dosearchsite.action?queryString=PRODUCT7+XXX+XXXX",chuck
1525721581,"https://confluence.splunk.com/dosearchsite.action?queryString=PRODUCT7+XXXXXXXX+",chuck
1525721585,"https://confluence.splunk.com/display/Space4/PARTNER3+PRODUCT7+-+XXXXXXXXXXX+Testing+XXXXXXX+Description",chuck
1525721597,"https://confluence.splunk.com/display/Space6/XXXXXXXXXXX+Testing+XXXXXXXXXXX",chuck
1525721653,"https://confluence.splunk.com/dosearchsite.action?queryString=user13",chuck
1525722082,"https://confluence.splunk.com/dosearchsite.action?queryString=%22XXXXXXXX%22",chuck
1525722110,"https://confluence.splunk.com/dosearchsite.action?queryString=%22XXXXXXXX%22+-CUSTOMER1",chuck
1525722114,"https://confluence.splunk.com/dosearchsite.action?queryString=%22XXXXXXXX%22+NOT+CUSTOMER1",chuck
1525723254,"https://confluence.splunk.com/display/Space4/PRODUCT7+XXXXX+XXXXXXXX+in+XXXX",chuck
1525725178,"https://confluence.splunk.com/display/Space4/PRODUCT7+XXXXX+XXXXXXXXX+XXXXXXXXXX",chuck
1525738326,"https://confluence.splunk.com/display/Space1/XXXXXXXXX+XXX+XXXXXXXX+and+Development",bob
1525796848,"https://confluence.splunk.com/display/Space1/XXXXXXXXX+XXX+XXXXXXXX+and+Development",bob
1525809803,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXX+XXXXXXXX+XXXXXXXX",alice
1525809977,"https://confluence.splunk.com/display/Space1/XXXXXXXXXXXX+XXX+XX+XXXXXXXX",alice
1525896489,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWROD08",chuck
1525896491,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD08",chuck
1525896498,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD09",chuck
1525896512,"https://confluence.splunk.com/display/Space3/XXXXXXXXXXXX+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1525897591,"https://confluence.splunk.com/display/Space3/PARTNER1+PRODUCT1+for+PARTNER3+-+PRODUCT1",chuck
1526068868,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD02",chuck
1526068870,"https://confluence.splunk.com/display/Space1/XXXXXXX+CODEWORD02",chuck
1526068892,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD01",chuck
1526068948,"https://confluence.splunk.com/display/Space3/CODEWORD01+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526069130,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD05",chuck
1526069174,"https://confluence.splunk.com/display/Space3/CODEWORD05+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526069304,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD13",chuck
1526069326,"https://confluence.splunk.com/display/Space3/CODEWORD13+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526069476,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD06",chuck
1526069476,"https://confluence.splunk.com/display/Space3/CODEWORD06+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526069606,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD02",chuck
1526069656,"https://confluence.splunk.com/display/Space3/CODEWORD02+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526069766,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD11",chuck
1526069878,"https://confluence.splunk.com/display/Space3/CODEWORD11+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526069916,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD13",chuck
1526070008,"https://confluence.splunk.com/display/Space3/CODEWORD13+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526070188,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD16",chuck
1526070228,"https://confluence.splunk.com/display/Space3/CODEWORD16+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526070415,"https://confluence.splunk.com/dosearchsite.action?queryString=CODEWORD15",chuck
1526070567,"https://confluence.splunk.com/display/Space3/CODEWORD15+XXXXXXX+XXXXXXXXXXXX+Status",chuck
1526070738,"https://confluence.splunk.com/display/Space3/CODEWORD15+XXXXXXX+Project+Delays",chuck
1526070788,"https://confluence.splunk.com/display/Space3/CODEWORD15+XXXXXXX+Target+Customers",chuck
1526070870,"https://confluence.splunk.com/display/Space3/CODEWORD15+XXXXXXX+Market+Analysis",chuck
1526071010,"https://confluence.splunk.com/display/Space3/CODEWORD15+XXXXXXX+Legal+Questionnaires",chuck
